Trajectories
100
,,movedBox:segment11,,,movedBox:segment12,,,movedBox:segment22,,,movedBox:segment32,,,movedBox:segment52,,,movedBox:segment62,,,movedBox:segment72,,,movedBox:segment82,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
103,0,-55.7702,1575.13,1377.63,-47.8071,1403.67,1377.49,71.9662,1405.84,1378.83,62.9008,1586.35,1378.76,-75.9003,1575.79,1215.42,-67.6912,1403.61,1218.99,93.2175,1409.25,1217.39,84.2971,1582.7,1217.19
104,0,-55.6452,1575.19,1377.62,-47.7173,1403.75,1377.53,72.0814,1405.86,1378.8,63.0349,1586.36,1378.67,-75.8016,1575.83,1215.42,-67.6735,1403.55,1218.8,93.4679,1409.48,1217.65,84.3856,1582.67,1217.08
105,0,-55.4751,1575.22,1377.62,-47.5621,1403.78,1377.54,72.2203,1405.91,1378.78,63.1852,1586.4,1378.63,-75.7099,1575.86,1215.43,-67.591,1403.57,1218.82,93.4182,1409.34,1217.39,84.4673,1582.66,1216.95
106,0,-55.314,1575.24,1377.63,-47.3692,1403.66,1377.39,72.4358,1405.97,1378.71,63.3349,1586.43,1378.58,-75.6317,1575.85,1215.43,-67.2707,1403.52,1218.83,93.4883,1409.37,1217.32,84.5305,1582.72,1216.9
107,0,-55.1944,1575.24,1377.66,-47.1462,1403.8,1377.56,72.6868,1406.06,1378.67,63.4409,1586.53,1378.56,-75.597,1575.87,1215.51,-67.2955,1403.57,1218.86,93.6597,1409.48,1217.32,84.5745,1582.81,1216.85
108,0,-55.0993,1575.24,1377.66,-46.905,1403.83,1377.6,72.9415,1406.19,1378.66,63.5382,1586.66,1378.55,-75.5597,1575.83,1215.51,-66.8972,1403.5,1218.89,93.8179,1409.57,1217.29,84.618,1582.91,1216.79
109,0,-54.9911,1575.24,1377.66,-46.6902,1403.84,1377.63,73.1768,1406.31,1378.68,63.62,1586.78,1378.55,-75.4838,1575.76,1215.5,-66.6726,1403.45,1218.89,93.9776,1409.66,1217.28,84.6549,1583.01,1216.76
110,0,-54.8701,1575.31,1377.68,-46.4825,1403.89,1377.68,73.3699,1406.42,1378.71,63.7534,1586.9,1378.54,-75.4051,1575.76,1215.51,-66.5216,1403.43,1218.94,93.9873,1409.55,1217.07,84.7462,1583.08,1216.73
111,0,-54.6929,1575.37,1377.65,-46.3143,1403.97,1377.78,73.4991,1406.47,1378.72,63.895,1586.92,1378.45,-75.2998,1575.75,1215.52,-66.4188,1403.43,1219,94.1949,1409.69,1217.26,84.8441,1583.05,1216.63
112,0,-54.5203,1575.45,1377.66,-46.1937,1404.08,1377.91,73.6259,1406.49,1378.75,64.1,1586.99,1378.46,-75.1769,1575.77,1215.55,-66.3488,1403.43,1219.06,94.2452,1409.66,1217.27,84.9696,1583.03,1216.63
113,0,-54.3538,1575.54,1377.69,-46.0624,1404.14,1377.99,73.7596,1406.54,1378.8,64.2657,1587.02,1378.4,-75.0568,1575.75,1215.53,-66.2655,1403.4,1219.11,94.295,1409.61,1217.3,85.0872,1582.98,1216.6
114,0,-54.2045,1575.57,1377.66,-45.9426,1404.19,1378.08,73.8545,1406.57,1378.85,64.4153,1587.05,1378.39,-74.9798,1575.72,1215.53,-66.2443,1403.43,1219.3,94.3492,1409.55,1217.33,85.1858,1582.94,1216.57
115,0,-54.1191,1575.59,1377.66,-45.8266,1404.18,1378.11,73.9605,1406.6,1378.9,64.5094,1587.08,1378.34,-74.904,1575.69,1215.54,-66.1302,1403.41,1219.37,94.4098,1409.49,1217.39,85.2478,1582.88,1216.53
116,0,-54.0347,1575.63,1377.69,-45.7396,1404.22,1378.2,74.0532,1406.62,1378.96,64.568,1587.09,1378.3,-74.8137,1575.63,1215.51,-66.0046,1403.34,1219.42,94.5417,1409.49,1217.47,85.3264,1582.83,1216.54
117,0,-53.9863,1575.62,1377.65,-45.6715,1404.17,1378.15,74.102,1406.64,1379.02,64.6419,1587.1,1378.29,-74.7095,1575.56,1215.47,-65.9127,1403.26,1219.4,94.618,1409.45,1217.5,85.4029,1582.72,1216.46
118,0,-53.8934,1575.59,1377.61,-45.6364,1404.15,1378.16,74.124,1406.59,1379.03,64.7196,1587.05,1378.28,-74.6106,1575.54,1215.45,-65.8763,1403.25,1219.45,94.715,1409.39,1217.53,85.5402,1582.68,1216.5
119,0,-53.779,1575.5,1377.51,-45.6233,1404.13,1378.16,74.1604,1406.5,1379.04,64.8416,1586.94,1378.27,-74.5129,1575.51,1215.41,-65.8119,1403.19,1219.4,94.7585,1409.26,1217.5,85.6596,1582.57,1216.51
120,0,-53.6052,1575.47,1377.56,-45.6101,1404.09,1378.19,74.1713,1406.37,1379.06,64.9722,1586.81,1378.32,-74.3657,1575.51,1215.44,-65.778,1403.17,1219.42,94.7789,1409.13,1217.51,85.8208,1582.38,1216.45
121,0,-53.4441,1575.4,1377.6,-45.5636,1404,1378.16,74.2115,1406.21,1379.07,65.1513,1586.64,1378.35,-74.2147,1575.47,1215.46,-65.6978,1403.11,1219.36,94.87,1408.98,1217.49,85.9816,1582.22,1216.45
122,0,-53.2728,1575.29,1377.64,-45.5091,1403.89,1378.15,74.2565,1406.04,1379.05,65.3103,1586.46,1378.36,-74.0299,1575.4,1215.47,-65.7198,1403.1,1219.38,94.9392,1408.87,1217.51,86.1335,1582.08,1216.48
123,0,-53.1005,1575.17,1377.69,-45.4366,1403.77,1378.15,74.34,1405.83,1379.02,65.4719,1586.26,1378.37,-73.8535,1575.32,1215.52,-65.6275,1403.03,1219.37,94.952,1408.68,1217.45,86.2726,1581.92,1216.49
124,0,-52.9436,1575.05,1377.78,-45.3652,1403.63,1378.15,74.4193,1405.64,1379,65.6279,1586.07,1378.38,-73.5784,1575.12,1215.46,-65.6412,1402.97,1219.38,94.7824,1408.26,1217.14,86.4218,1581.78,1216.5
125,0,-52.7429,1574.86,1377.81,-45.264,1403.46,1378.12,74.5241,1405.41,1378.99,65.7762,1585.88,1378.46,-73.5008,1575.11,1215.58,-65.5741,1402.89,1219.37,95.3657,1408.58,1217.66,86.5614,1581.65,1216.58
126,0,-52.5746,1574.69,1377.85,-45.1921,1403.28,1378.07,74.6103,1405.19,1378.94,65.9456,1585.68,1378.52,-73.3414,1575.04,1215.61,-65.498,1402.83,1219.37,95.2166,1408.17,1217.36,86.7073,1581.46,1216.63
127,0,-52.4785,1574.55,1377.94,-45.1084,1403.13,1378.07,74.6995,1404.93,1378.89,66.1212,1585.46,1378.6,-73.194,1574.96,1215.64,-65.4186,1402.74,1219.26,95.0529,1407.81,1217.07,86.8861,1581.35,1216.74
128,0,-52.3267,1574.36,1378,-45.0279,1402.94,1378.01,74.8224,1404.69,1378.82,66.2715,1585.22,1378.64,-73.0739,1574.91,1215.72,-65.4057,1402.72,1219.24,95.1172,1407.7,1217.02,86.9973,1581.2,1216.82
129,0,-52.2174,1574.15,1378.08,-44.9164,1402.73,1377.93,74.9147,1404.45,1378.73,66.3919,1585,1378.78,-72.9375,1574.84,1215.77,-65.3048,1402.66,1219.16,95.188,1407.63,1216.97,87.1355,1581.13,1216.94
130,0,-52.1402,1573.91,1378.13,-44.8111,1402.51,1377.82,75.038,1404.22,1378.63,66.4827,1584.77,1378.88,-72.8445,1574.74,1215.8,-65.1678,1402.62,1219.09,95.5394,1407.87,1217.18,87.2294,1581.13,1217.07
131,0,-52.1053,1573.68,1378.18,-44.7336,1402.3,1377.7,75.1106,1404.06,1378.57,66.4919,1584.55,1378.98,-72.7648,1574.72,1215.92,-65.0395,1402.58,1218.96,95.6774,1407.91,1217.12,87.2454,1580.96,1216.95
132,0,-52.1045,1573.45,1378.19,-44.6643,1402.06,1377.52,75.1817,1403.92,1378.51,66.5109,1584.39,1379.16,-72.6676,1574.67,1215.91,-64.902,1402.53,1218.79,95.8615,1407.91,1217.04,87.4104,1581.11,1217.24
133,0,-52.0977,1573.24,1378.2,-44.6162,1401.89,1377.38,75.2363,1403.74,1378.4,66.5186,1584.19,1379.21,-72.578,1574.67,1215.96,-64.7883,1402.53,1218.6,95.9517,1407.9,1216.94,87.5355,1581.18,1217.41
134,0,-52.0673,1573.1,1378.26,-44.5705,1401.72,1377.22,75.2704,1403.56,1378.3,66.5586,1584.02,1379.28,-72.4612,1574.65,1215.95,-64.7309,1402.53,1218.42,96.1459,1407.94,1216.9,87.6511,1581.22,1217.53
135,0,-52.0311,1572.96,1378.28,-44.4983,1401.52,1377,75.3398,1403.45,1378.22,66.6064,1583.9,1379.38,-72.3563,1574.68,1215.98,-64.5184,1402.58,1218.26,96.2942,1407.97,1216.8,87.6821,1581.08,1217.38
136,0,-51.9362,1572.82,1378.29,-44.3783,1401.4,1376.86,75.4419,1403.35,1378.13,66.6901,1583.76,1379.42,-72.2318,1574.68,1215.97,-64.4349,1402.65,1218.2,96.4286,1407.98,1216.71,87.9029,1581.28,1217.66
137,0,-51.8119,1572.73,1378.3,-44.1935,1401.35,1376.83,75.6335,1403.32,1378.08,66.8034,1583.72,1379.47,-72.1091,1574.68,1215.98,-64.1684,1402.63,1218.07,96.6788,1408.06,1216.64,88.0166,1581.32,1217.68
138,0,-51.6536,1572.66,1378.35,-43.9509,1401.26,1376.75,75.8265,1403.31,1378.01,66.9163,1583.74,1379.51,-72.0205,1574.7,1216.04,-63.9592,1402.66,1218.04,96.8694,1408.14,1216.59,88.1437,1581.41,1217.74
139,0,-51.5944,1572.63,1378.37,-43.6645,1401.25,1376.75,76.093,1403.34,1377.9,67.0267,1583.78,1379.51,-71.9218,1574.71,1216.08,-63.7305,1402.66,1218.02,97.1332,1408.24,1216.52,88.2452,1581.52,1217.73
140,0,-51.4405,1572.59,1378.35,-43.3706,1401.25,1376.7,76.3813,1403.43,1377.83,67.1669,1583.91,1379.53,-71.8129,1574.7,1216.05,-63.4715,1402.66,1218.01,97.4818,1408.44,1216.47,88.3502,1581.65,1217.67
141,0,-51.3001,1572.62,1378.36,-43.1278,1401.26,1376.7,76.6677,1403.47,1377.68,67.3188,1583.97,1379.41,-71.7084,1574.72,1216.07,-63.0106,1402.54,1218.05,97.7366,1408.54,1216.4,88.4451,1581.79,1217.6
142,0,-51.0806,1572.66,1378.31,-42.845,1401.29,1376.67,76.9759,1403.62,1377.66,67.5138,1584.09,1379.32,-71.5837,1574.71,1216.04,-62.7432,1402.57,1218.08,98.0531,1408.68,1216.36,88.6067,1581.97,1217.56
143,0,-50.8348,1572.75,1378.31,-42.5462,1401.4,1376.71,77.2767,1403.72,1377.6,67.7611,1584.25,1379.25,-71.415,1574.75,1216.02,-62.5928,1402.64,1218.04,98.2821,1408.79,1216.3,88.7719,1582.04,1217.4
144,0,-50.527,1572.85,1378.26,-42.2585,1401.49,1376.7,77.5606,1403.78,1377.47,68.0603,1584.33,1379.09,-71.2101,1574.81,1216.01,-62.4185,1402.67,1218.01,98.481,1408.88,1216.27,88.9299,1582.06,1217.22
145,0,-50.2063,1573.03,1378.29,-41.9868,1401.6,1376.7,77.8393,1403.88,1377.39,68.3523,1584.39,1378.91,-71.0095,1574.92,1216.01,-62.2545,1402.76,1218.05,98.6134,1408.93,1216.12,89.1647,1582.16,1217.14
146,0,-49.8765,1573.18,1378.22,-41.7124,1401.78,1376.71,78.1312,1404.04,1377.32,68.6921,1584.55,1378.79,-70.8372,1575.05,1216.01,-62.0927,1402.86,1218.06,98.7155,1408.95,1215.94,89.3736,1582.2,1216.93
147,0,-49.589,1573.35,1378.15,-41.4379,1401.94,1376.7,78.4201,1404.2,1377.23,68.9935,1584.71,1378.65,-70.6639,1575.15,1215.94,-61.8689,1402.92,1218.02,98.8863,1409.07,1215.81,89.5722,1582.29,1216.75
148,0,-49.3334,1573.5,1378.09,-41.1238,1402.11,1376.66,78.6873,1404.24,1376.99,69.2434,1584.88,1378.5,-70.4655,1575.25,1215.86,-62.3873,1403.3,1218.28,99.0578,1409.19,1215.67,89.7267,1582.43,1216.61
149,0,-49.1011,1573.66,1378.04,-40.7847,1402.28,1376.62,78.9731,1404.49,1376.92,69.4889,1585.13,1378.36,-70.3333,1575.37,1215.83,-61.4667,1403.18,1218.03,99.277,1409.43,1215.61,89.8792,1582.64,1216.52
150,0,-48.9107,1573.84,1377.97,-40.4586,1402.45,1376.55,79.3575,1404.91,1376.95,69.6653,1585.41,1378.27,-70.1943,1575.49,1215.77,-61.2157,1403.32,1217.97,99.4728,1409.64,1215.53,90.0086,1582.93,1216.43
151,0,-48.7441,1574.01,1377.92,-40.1025,1402.67,1376.53,79.6797,1405.22,1376.83,69.8224,1585.67,1378.13,-70.1183,1575.63,1215.72,-60.9495,1403.5,1217.94,99.5972,1409.83,1215.44,90.082,1583.23,1216.36
152,0,-48.6206,1574.19,1377.88,-39.8011,1402.86,1376.5,79.987,1405.5,1376.71,69.9537,1585.99,1378.04,-70.0143,1575.75,1215.66,-60.67,1403.66,1217.91,99.8367,1410.13,1215.38,90.1406,1583.52,1216.2
153,0,-48.5094,1574.39,1377.83,-39.5053,1403.06,1376.48,80.2789,1405.85,1376.7,70.0746,1586.32,1377.94,-69.9664,1575.92,1215.65,-60.479,1403.77,1217.85,100.009,1410.42,1215.3,90.172,1583.82,1216.09
154,0,-48.4161,1574.63,1377.81,-39.2234,1403.28,1376.49,80.5747,1406.21,1376.71,70.1653,1586.64,1377.83,-69.9239,1576.08,1215.62,-60.2635,1403.93,1217.88,100.212,1410.76,1215.23,90.2251,1584.15,1216.08
155,0,-48.2896,1574.89,1377.8,-38.9418,1403.55,1376.56,80.8203,1406.57,1376.72,70.2153,1586.97,1377.78,-69.846,1576.21,1215.56,-60.0383,1404.08,1217.87,100.573,1411.2,1215.26,90.2865,1584.49,1216.07
156,0,-48.1906,1575.15,1377.78,-38.7221,1403.79,1376.61,81.0736,1406.94,1376.74,70.288,1587.35,1377.76,-69.8299,1576.4,1215.54,-59.8844,1404.29,1217.97,100.799,1411.53,1215.21,90.3211,1584.83,1216
157,0,-48.1348,1575.44,1377.76,-38.5231,1404.08,1376.7,81.2583,1407.3,1376.79,70.3542,1587.73,1377.74,-69.7398,1576.58,1215.5,-59.765,1404.46,1218.04,100.943,1411.81,1215.21,90.3725,1585.15,1215.94
158,0,-48.0915,1575.71,1377.71,-38.3442,1404.38,1376.78,81.415,1407.69,1376.92,70.3937,1588.08,1377.71,-69.6812,1576.76,1215.45,-59.556,1404.62,1218.07,101.206,1412.18,1215.33,90.3969,1585.44,1215.9
159,0,-48.0796,1575.99,1377.68,-38.1902,1404.69,1376.9,81.588,1408.06,1376.99,70.3949,1588.47,1377.77,-69.6332,1576.92,1215.43,-59.4304,1404.83,1218.17,101.385,1412.46,1215.38,90.4425,1585.71,1215.88
160,0,-48.1082,1576.25,1377.64,-38.0608,1404.9,1376.88,81.7368,1408.45,1377.11,70.3575,1588.84,1377.74,-69.5939,1577.07,1215.41,-59.2024,1405.06,1218.26,101.584,1412.78,1215.51,90.4802,1585.96,1215.9
161,0,-48.1443,1576.53,1377.64,-37.9494,1405.2,1376.95,81.8449,1408.88,1377.26,70.3134,1589.25,1377.78,-69.579,1577.25,1215.37,-59.0515,1405.32,1218.35,101.78,1413.11,1215.67,90.5407,1586.29,1216.02
162,0,-48.1487,1576.79,1377.64,-37.8379,1405.45,1376.98,81.9555,1409.23,1377.4,70.2628,1589.59,1377.78,-69.4981,1577.4,1215.33,-58.8101,1405.54,1218.45,101.923,1413.4,1215.78,90.5595,1586.55,1216.03
163,0,-48.2182,1576.99,1377.62,-37.7612,1405.69,1377.04,82.0419,1409.63,1377.58,70.1981,1589.93,1377.86,-69.4725,1577.57,1215.34,-58.5545,1405.68,1218.5,102.168,1413.73,1215.98,90.6085,1586.85,1216.1
164,0,-48.292,1577.2,1377.62,-37.6879,1405.93,1377.12,82.1292,1409.95,1377.73,70.1113,1590.24,1377.93,-69.422,1577.73,1215.33,-58.3198,1405.85,1218.53,102.392,1414.06,1216.18,90.6545,1587.18,1216.22
165,0,-48.3701,1577.41,1377.63,-37.6304,1406.15,1377.16,82.17,1410.3,1377.91,70.0188,1590.52,1378.02,-69.3813,1577.88,1215.29,-58.1577,1406.03,1218.6,102.533,1414.33,1216.37,90.6873,1587.45,1216.28
166,0,-48.4908,1577.6,1377.61,-37.6207,1406.37,1377.24,82.1921,1410.6,1378.07,69.9056,1590.83,1378.22,-69.3293,1578.04,1215.27,-57.9762,1406.1,1218.55,102.715,1414.61,1216.57,90.715,1587.68,1216.37
167,0,-48.5772,1577.79,1377.59,-37.6245,1406.54,1377.22,82.1748,1410.85,1378.21,69.8133,1591.05,1378.32,-69.215,1578.19,1215.22,-57.8184,1406.26,1218.53,102.802,1414.78,1216.68,90.7834,1587.87,1216.43
168,0,-48.6665,1577.96,1377.58,-37.6466,1406.73,1377.23,82.1374,1411.06,1378.34,69.7163,1591.3,1378.48,-69.1149,1578.36,1215.17,-57.6598,1406.46,1218.53,102.927,1414.95,1216.78,90.8957,1588.11,1216.59
169,0,-48.7171,1578.13,1377.56,-37.6857,1406.89,1377.23,82.1251,1411.28,1378.48,69.6872,1591.5,1378.64,-68.9981,1578.56,1215.17,-57.4631,1406.66,1218.48,103.017,1415.15,1216.91,91.0377,1588.33,1216.74
170,0,-48.7176,1578.25,1377.56,-37.6586,1407.03,1377.21,82.1646,1411.42,1378.56,69.6979,1591.68,1378.79,-68.8621,1578.76,1215.19,-57.3168,1406.91,1218.53,103.151,1415.32,1216.99,91.0956,1588.37,1216.65
171,0,-48.6732,1578.38,1377.65,-37.5547,1407.15,1377.24,82.2774,1411.61,1378.67,69.6999,1591.86,1378.97,-68.706,1578.89,1215.24,-57.0524,1407.03,1218.56,103.328,1415.53,1217.1,91.3015,1588.75,1217.04
172,0,-48.6417,1578.47,1377.71,-37.3943,1407.27,1377.34,82.4294,1411.82,1378.77,69.7337,1592.05,1379.12,-68.5639,1578.96,1215.28,-56.7911,1407.18,1218.66,103.596,1415.77,1217.22,91.4291,1588.98,1217.21
173,0,-48.5729,1578.5,1377.77,-37.1366,1407.37,1377.43,82.6564,1411.99,1378.85,69.7656,1592.23,1379.23,-68.4273,1579.02,1215.35,-56.5299,1407.32,1218.77,104.226,1416.24,1217.61,91.5255,1589.19,1217.37
174,0,-48.489,1578.55,1377.88,-36.8927,1407.43,1377.51,82.8962,1412.15,1378.92,69.8232,1592.38,1379.33,-68.2786,1579.05,1215.42,-56.2623,1407.35,1218.8,104.897,1416.61,1217.93,91.6632,1589.41,1217.53
175,0,-48.3545,1578.57,1377.93,-36.6655,1407.46,1377.56,83.1276,1412.27,1379.04,69.9833,1592.52,1379.5,-68.0909,1579.1,1215.49,-55.9531,1407.38,1218.86,105.145,1416.71,1217.94,91.8802,1589.61,1217.73
176,0,-48.1743,1578.6,1378.02,-36.4155,1407.51,1377.66,83.3652,1412.34,1379.16,70.1727,1592.55,1379.59,-67.8817,1579.14,1215.57,-55.6623,1407.35,1218.86,105.438,1416.77,1218,92.106,1589.68,1217.81
177,0,-47.898,1578.6,1378.13,-36.192,1407.52,1377.72,83.5816,1412.29,1379.2,70.4669,1592.53,1379.68,-67.6368,1579.17,1215.66,-55.5173,1407.43,1218.99,105.634,1416.8,1218.09,92.3635,1589.66,1217.9
178,0,-47.5484,1578.65,1378.31,-35.9398,1407.46,1377.73,83.8192,1412.19,1379.24,70.8068,1592.49,1379.8,-67.3303,1579.2,1215.79,-55.2961,1407.38,1219.02,105.773,1416.72,1218.1,92.6477,1589.63,1217.99
179,0,-47.1976,1578.62,1378.48,-35.6605,1407.35,1377.75,84.1002,1412.04,1379.25,71.1054,1592.32,1379.82,-66.857,1578.87,1215.49,-55.0977,1407.38,1219.09,105.882,1416.61,1218.09,92.9335,1589.58,1218.09
180,0,-46.8745,1578.47,1378.6,-35.3282,1407.16,1377.68,84.4038,1411.85,1379.2,71.4055,1592.17,1379.93,-66.6905,1578.96,1215.76,-54.8574,1407.34,1219.11,106.172,1416.57,1218.09,93.2709,1589.58,1218.2
181,0,-46.5614,1578.26,1378.69,-34.9772,1407.01,1377.74,84.7468,1411.69,1379.2,71.6769,1591.98,1379.99,-66.4065,1578.89,1215.89,-54.5388,1407.28,1219.19,106.385,1416.52,1218.08,93.5371,1589.56,1218.34
182,0,-46.3432,1578.02,1378.76,-34.6025,1406.73,1377.64,85.0986,1411.52,1379.17,71.9105,1591.8,1380.15,-66.1405,1578.77,1216.02,-54.1868,1407.12,1219.1,107.014,1416.56,1218.07,93.7934,1589.52,1218.43
183,0,-46.1365,1577.7,1378.85,-34.244,1406.48,1377.62,85.4763,1411.31,1379.16,72.1165,1591.59,1380.29,-65.8485,1578.58,1216.1,-53.7667,1406.95,1218.97,107.447,1416.48,1218.02,94.0467,1589.46,1218.55
184,0,-45.9106,1577.37,1378.9,-33.8568,1406.22,1377.58,85.8354,1411.12,1379.12,72.2957,1591.38,1380.44,-65.5405,1578.45,1216.26,-53.2926,1406.81,1218.91,108.522,1416.58,1218.24,94.3046,1589.36,1218.65
185,0,-45.6872,1577,1378.93,-33.4481,1405.83,1377.43,86.2592,1410.91,1379.09,72.5193,1591.16,1380.59,-65.1897,1578.2,1216.26,-52.8101,1406.54,1218.65,108.871,1416.5,1218.21,94.618,1589.22,1218.77
186,0,-45.3949,1576.61,1378.96,-33.0322,1405.48,1377.34,86.7057,1410.6,1379.06,72.8223,1590.86,1380.68,-64.8131,1577.91,1216.26,-52.1366,1406.24,1218.53,109.34,1416.42,1218.19,94.974,1589.13,1218.98
187,0,-45.0711,1576.23,1379,-32.6057,1405.1,1377.3,87.1315,1410.33,1379.04,73.1987,1590.54,1380.75,-64.4552,1577.66,1216.3,-51.6131,1405.98,1218.49,109.543,1416.18,1218.04,95.3191,1588.89,1218.99
188,0,-44.6597,1575.87,1379.07,-32.1214,1404.72,1377.26,87.5987,1410.02,1379.01,73.6016,1590.2,1380.75,-64.1166,1577.42,1216.39,-51.1377,1405.69,1218.5,110.26,1416.03,1218.15,95.7064,1588.56,1218.97
189,0,-44.1561,1575.47,1379.12,-31.6325,1404.35,1377.31,88.0906,1409.67,1378.96,74.1241,1589.83,1380.78,-63.7436,1577.13,1216.57,-50.6947,1405.39,1218.61,110.237,1415.53,1217.85,96.0604,1588.21,1218.87
190,0,-43.5972,1575.09,1379.23,-31.115,1403.97,1377.38,88.6374,1409.12,1378.76,74.6823,1589.47,1380.77,-63.322,1576.78,1216.75,-50.2304,1405.02,1218.67,110.042,1414.9,1217.54,96.4737,1587.91,1218.9
191,0,-43.0531,1574.72,1379.35,-30.4722,1403.54,1377.41,89.232,1408.81,1378.84,75.2482,1589.06,1380.72,-62.7879,1576.17,1216.74,-49.7948,1404.59,1218.71,110.86,1414.61,1217.72,96.8193,1587.43,1218.73
192,0,-42.4651,1574.25,1379.42,-29.8787,1403.1,1377.56,89.7764,1408.39,1378.81,75.7587,1588.64,1380.66,-62.4437,1575.69,1216.84,-49.4243,1404.08,1218.84,111.016,1414.02,1217.53,97.2768,1587.05,1218.78
193,0,-41.9565,1573.76,1379.5,-29.3289,1402.58,1377.64,90.4021,1407.93,1378.8,76.2322,1588.18,1380.6,-62.1808,1575.2,1216.97,-49.0238,1403.53,1219.04,111.451,1413.51,1217.46,97.6607,1586.47,1218.68
194,0,-41.4477,1573.2,1379.55,-28.7645,1402.01,1377.7,91.0028,1407.36,1378.75,76.7873,1587.61,1380.55,-61.7893,1574.55,1216.99,-48.6425,1402.81,1219.09,111.883,1412.98,1217.45,98.007,1585.94,1218.62
195,0,-40.9128,1572.55,1379.62,-28.2205,1401.33,1377.74,91.5171,1406.81,1378.73,77.277,1587.01,1380.49,-61.3085,1573.69,1216.79,-48.1966,1402.14,1219.06,112.202,1412.41,1217.36,98.4152,1585.46,1218.67
196,0,-40.4396,1571.86,1379.6,-27.7552,1400.64,1377.73,92.0383,1406.13,1378.72,77.7542,1586.34,1380.49,-60.9795,1573.1,1216.94,-47.8484,1401.46,1219.05,112.627,1411.87,1217.35,98.8387,1584.71,1218.62
197,0,-40.0192,1571.06,1379.7,-27.2575,1399.81,1377.75,92.5516,1405.32,1378.65,78.2425,1585.6,1380.51,-60.6661,1572.36,1217.04,-47.5132,1400.71,1219.07,113.138,1411.27,1217.36,99.2149,1584.04,1218.61
198,0,-39.6353,1570.15,1379.73,-26.728,1398.95,1377.72,92.9416,1404.58,1378.57,78.6772,1584.81,1380.58,-60.3455,1571.66,1217.27,-47.3563,1399.95,1219.15,113.563,1410.39,1217.17,99.5253,1583.31,1218.66
199,0,-39.2622,1569.16,1379.75,-26.2576,1398.09,1377.77,93.3918,1403.77,1378.57,79.0056,1584.02,1380.68,-60.0336,1570.79,1217.34,-46.6748,1398.99,1219.1,114.099,1409.78,1217.28,99.7676,1582.58,1218.75
200,0,-38.9244,1568.22,1379.81,-25.7919,1397.12,1377.8,93.8617,1402.88,1378.56,79.2627,1583.1,1380.72,-59.7012,1569.81,1217.47,-46.2474,1398.11,1219.13,114.531,1408.9,1217.25,100.089,1581.74,1218.75
201,0,-38.6468,1567.13,1379.9,-25.2959,1396.14,1377.83,94.3145,1402.03,1378.61,79.5502,1582.14,1380.79,-59.3255,1568.72,1217.39,-45.8348,1397.1,1219.12,114.925,1408.03,1217.27,100.375,1581,1218.82
202,0,-38.3477,1566.11,1380.06,-24.9176,1395.03,1377.84,94.7419,1400.98,1378.53,79.8068,1581.18,1380.91,-59.1929,1567.79,1217.63,-45.4087,1396.15,1219.13,115.188,1407.16,1217.34,100.628,1580.06,1218.99
203,0,-38.0619,1565,1380.12,-24.5345,1393.96,1377.88,95.1207,1399.87,1378.54,80.0999,1580.1,1380.95,-58.8855,1566.78,1217.73,-45.1018,1395.09,1219.18,115.435,1406.25,1217.28,100.925,1579.04,1219.06
204,0,-37.7227,1563.87,1380.21,-24.2321,1392.78,1377.82,95.3874,1398.78,1378.61,80.4343,1578.92,1381,-58.5321,1565.64,1217.8,-44.7557,1393.96,1219.12,115.806,1405.15,1217.34,101.246,1577.9,1219.13
205,0,-37.4374,1562.69,1380.33,-23.9849,1391.64,1377.95,95.689,1397.54,1378.69,80.7783,1577.72,1381.12,-58.2409,1564.58,1217.9,-44.4439,1392.77,1219.11,116.039,1403.93,1217.41,101.547,1576.85,1219.26
206,0,-37.1057,1561.47,1380.44,-23.6768,1390.36,1377.97,95.9316,1396.38,1378.75,81.0674,1576.43,1381.18,-57.9809,1563.41,1218.04,-44.1386,1391.5,1219.13,116.384,1402.65,1217.39,101.868,1575.58,1219.37
207,0,-36.8203,1560.19,1380.51,-23.4106,1389.05,1378,96.2107,1395.11,1378.8,81.3064,1575.18,1381.29,-57.7427,1562.2,1218.17,-43.916,1390.37,1219.22,116.805,1401.47,1217.43,102.092,1574.31,1219.43
208,0,-36.5986,1558.79,1380.58,-23.1718,1387.8,1378.07,96.5035,1393.73,1378.78,81.5537,1573.88,1381.39,-57.57,1560.96,1218.29,-43.7776,1389.24,1219.31,117.072,1400.17,1217.38,102.349,1573.16,1219.59
209,0,-36.4023,1557.41,1380.64,-22.9336,1386.37,1378.07,96.7426,1392.33,1378.8,81.7385,1572.47,1381.4,-57.3469,1559.59,1218.38,-43.6233,1387.94,1219.44,117.127,1398.65,1217.27,102.421,1571.44,1219.21
210,0,-36.1737,1555.98,1380.62,-22.7626,1384.97,1378.15,97.0066,1390.91,1378.77,81.8953,1571.03,1381.43,-57.1058,1558.14,1218.35,-43.3626,1386.45,1219.48,117.417,1397.27,1217.26,102.643,1570.14,1219.32
