Trajectories
100
,,box:segment11,,,box:segment12,,,box:segment13,,,box:segment14,,,box:segment23,,,box:segment24,,,box:segment33,,,box:segment43,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
212,0,111.203,-68.5799,199.763,-70.0023,-69.4871,198.927,-66.2978,50.3599,199.716,105.32,50.5158,200.789,-65.0781,71.0498,39.2963,108.532,71.532,36.7549,-67.6834,-87.5183,36.1684,106.418,-85.6263,35.7192
213,0,111.21,-68.5926,199.757,-70.016,-69.4982,198.893,-66.2895,50.3809,199.718,105.312,50.52,200.806,-65.0703,71.0298,39.2864,108.538,71.5458,36.7581,-67.6901,-87.5257,36.1579,106.415,-85.618,35.6961
214,0,111.191,-68.6018,199.75,-69.9937,-69.4695,198.887,-66.2876,50.3743,199.695,105.323,50.4894,200.788,-65.0818,71.0235,39.2669,108.535,71.4885,36.7249,-67.6809,-87.5605,36.2283,106.433,-85.666,35.7516
215,0,111.194,-68.5948,199.773,-70.0249,-69.502,198.909,-66.2895,50.3952,199.733,105.336,50.5095,200.792,-65.0739,71.021,39.2818,108.528,71.5113,36.7169,-67.6737,-87.5614,36.1883,106.403,-85.6241,35.7304
216,0,111.191,-68.5948,199.772,-70.0132,-69.496,198.908,-66.2752,50.3794,199.725,105.337,50.5106,200.797,-65.0617,71.0129,39.2593,108.524,71.5548,36.7865,-67.69,-87.5758,36.2072,106.406,-85.6587,35.7563
217,0,111.191,-68.5987,199.762,-70.0054,-69.4719,198.91,-66.2954,50.3847,199.714,105.331,50.5254,200.784,-65.0783,70.9915,39.2617,108.543,71.4828,36.6916,-67.6916,-87.5228,36.1592,106.424,-85.6138,35.7239
218,0,111.195,-68.6162,199.757,-69.9923,-69.476,198.888,-66.2869,50.3746,199.716,105.329,50.5261,200.79,-65.0815,71.0505,39.2888,108.533,71.5279,36.7338,-67.687,-87.5125,36.182,106.382,-85.6793,35.736
219,0,111.205,-68.589,199.787,-70.023,-69.4899,198.91,-66.2768,50.3756,199.719,105.309,50.5161,200.792,-65.0885,71.0479,39.2761,108.522,71.499,36.7519,-67.7071,-87.4771,36.1672,106.407,-85.6284,35.7109
220,0,111.187,-68.5898,199.768,-69.9884,-69.4848,198.886,-66.267,50.3719,199.719,105.312,50.49,200.789,-65.0651,71.0567,39.3191,108.538,71.5331,36.769,-67.691,-87.5484,36.1914,106.41,-85.6137,35.7239
221,0,111.2,-68.5875,199.777,-70.0257,-69.4941,198.91,-66.2829,50.3595,199.721,105.327,50.5229,200.793,-65.0865,71.0257,39.2858,108.534,71.5349,36.7607,-67.6992,-87.5274,36.1744,106.421,-85.6294,35.7246
222,0,111.205,-68.5814,199.774,-70.0193,-69.4906,198.927,-66.2877,50.3834,199.728,105.32,50.5077,200.793,-65.0706,71.0432,39.3142,108.541,71.554,36.7376,-67.6949,-87.5779,36.2324,106.403,-85.6161,35.7216
223,0,111.195,-68.5878,199.761,-70.015,-69.5037,198.913,-66.2791,50.3816,199.734,105.329,50.5124,200.784,-65.0611,71.048,39.3268,108.536,71.4958,36.7183,-67.6935,-87.5077,36.1504,106.399,-85.6349,35.718
224,0,111.195,-68.5954,199.774,-70.0236,-69.5049,198.924,-66.286,50.3656,199.729,105.312,50.5359,200.791,-65.0731,70.9993,39.252,108.521,71.5087,36.7395,-67.6852,-87.5351,36.1704,106.413,-85.6679,35.7355
225,0,111.188,-68.5809,199.769,-70.0176,-69.4769,198.919,-66.2921,50.3857,199.714,105.317,50.5009,200.792,-65.1013,70.9876,39.257,108.516,71.5195,36.7243,-67.6967,-87.5327,36.192,106.409,-85.6434,35.7458
226,0,111.199,-68.5781,199.762,-70.0279,-69.496,198.905,-66.2811,50.3753,199.725,105.313,50.4841,200.807,-65.0927,70.9738,39.2152,108.539,71.5223,36.756,-67.6999,-87.5032,36.1764,106.398,-85.5877,35.7153
227,0,111.193,-68.5948,199.769,-70.0242,-69.5209,198.919,-66.2871,50.3797,199.729,105.317,50.5145,200.782,-65.0829,70.9991,39.2574,108.52,71.552,36.7707,-67.6904,-87.5548,36.1945,106.435,-85.6136,35.7404
228,0,111.187,-68.5771,199.752,-70.0103,-69.4932,198.896,-66.2785,50.3864,199.722,105.323,50.498,200.789,-65.082,71.0325,39.2822,108.535,71.4905,36.6945,-67.6885,-87.5189,36.1914,106.407,-85.646,35.7472
229,0,111.188,-68.5975,199.764,-70.019,-69.5041,198.909,-66.2893,50.373,199.725,105.319,50.5097,200.79,-65.086,71.0434,39.2561,108.517,71.4757,36.701,-67.6737,-87.5437,36.1847,106.386,-85.6078,35.6877
230,0,111.186,-68.5944,199.772,-70.0234,-69.493,198.918,-66.2854,50.3791,199.722,105.316,50.4881,200.779,-65.0887,71.0413,39.2938,108.526,71.5049,36.6924,-67.6982,-87.5423,36.1898,106.408,-85.5832,35.6995
231,0,111.189,-68.5962,199.786,-70.0245,-69.4893,198.903,-66.3028,50.3949,199.72,105.327,50.5114,200.783,-65.0753,71.0133,39.2556,108.519,71.5445,36.7395,-67.6694,-87.5507,36.188,106.404,-85.6566,35.7909
232,0,111.178,-68.5988,199.773,-70.0231,-69.5091,198.906,-66.2844,50.3671,199.717,105.329,50.5226,200.8,-65.065,71.0455,39.3051,108.528,71.5236,36.7552,-67.6903,-87.511,36.1786,106.419,-85.6191,35.7592
233,0,111.192,-68.5972,199.769,-70.0096,-69.492,198.894,-66.2804,50.3736,199.733,105.315,50.5023,200.79,-65.0859,71.0099,39.2601,108.529,71.5424,36.7502,-67.6762,-87.5356,36.175,106.413,-85.6303,35.726
234,0,111.194,-68.5972,199.771,-70.0242,-69.4903,198.919,-66.2817,50.3696,199.723,105.321,50.5298,200.787,-65.0894,71.0407,39.282,108.519,71.5582,36.7483,-67.693,-87.5205,36.1778,106.408,-85.6575,35.7655
235,0,111.196,-68.5917,199.756,-70.0265,-69.5185,198.918,-66.296,50.349,199.732,105.326,50.5093,200.786,-65.0838,71.0652,39.3066,108.507,71.5525,36.7641,-67.7034,-87.5376,36.2108,106.397,-85.6154,35.7044
236,0,111.197,-68.5925,199.756,-70.0141,-69.4927,198.926,-66.2975,50.393,199.715,105.32,50.5126,200.778,-65.0843,71.017,39.2708,108.537,71.4985,36.7504,-67.6933,-87.5406,36.1824,106.394,-85.615,35.7093
237,0,111.177,-68.6064,199.779,-70.0173,-69.5047,198.915,-66.3054,50.3682,199.722,105.333,50.517,200.792,-65.0984,71.0331,39.2952,108.512,71.5398,36.7576,-67.6813,-87.5463,36.2048,106.392,-85.6401,35.7503
238,0,111.199,-68.5739,199.755,-70.014,-69.5096,198.939,-66.2927,50.3757,199.726,105.325,50.5036,200.784,-65.0835,71.0546,39.3168,108.533,71.4977,36.7342,-67.671,-87.5201,36.1752,106.411,-85.665,35.7514
239,0,111.195,-68.5967,199.768,-70.0195,-69.5007,198.909,-66.2939,50.3795,199.722,105.325,50.5035,200.785,-65.0877,71.0296,39.2997,108.54,71.5044,36.7243,-67.6936,-87.5817,36.2582,106.413,-85.6316,35.7282
240,0,111.2,-68.5949,199.768,-70.0161,-69.4882,198.927,-66.2917,50.3696,199.714,105.313,50.5004,200.8,-65.0815,71.0391,39.281,108.521,71.5114,36.7664,-67.6823,-87.5151,36.1563,106.396,-85.6376,35.7414
241,0,111.194,-68.5774,199.763,-70.0174,-69.4976,198.906,-66.2848,50.3661,199.716,105.329,50.4886,200.8,-65.0805,71.0153,39.2531,108.515,71.4779,36.7093,-67.6947,-87.5987,36.231,106.394,-85.6613,35.7531
242,0,111.202,-68.593,199.783,-70.0106,-69.5006,198.922,-66.288,50.3637,199.721,105.299,50.4726,200.799,-65.0763,71.0446,39.3206,108.508,71.52,36.7358,-67.6809,-87.5312,36.2048,106.39,-85.6555,35.7531
243,0,111.193,-68.6003,199.764,-70.0219,-69.5017,198.927,-66.2799,50.3739,199.736,105.317,50.5044,200.816,-65.0775,71.0443,39.3034,108.541,71.5388,36.7795,-67.6888,-87.5191,36.1567,106.4,-85.635,35.725
244,0,111.195,-68.6058,199.772,-70.0091,-69.502,198.923,-66.2818,50.3692,199.739,105.335,50.5097,200.778,-65.0703,71.0386,39.2961,108.523,71.523,36.7494,-67.7071,-87.5103,36.1376,106.406,-85.611,35.6976
245,0,111.202,-68.6083,199.775,-69.9887,-69.4812,198.914,-66.2926,50.3805,199.73,105.329,50.4889,200.781,-65.0985,70.9843,39.2335,108.514,71.4988,36.7385,-67.6958,-87.5424,36.208,106.421,-85.6284,35.7209
246,0,111.184,-68.6165,199.749,-70.018,-69.501,198.92,-66.2932,50.376,199.72,105.313,50.4781,200.807,-65.0794,71.0082,39.2704,108.541,71.5298,36.7468,-67.6927,-87.5447,36.2049,106.393,-85.663,35.7737
247,0,111.174,-68.603,199.777,-70.027,-69.4981,198.915,-66.2887,50.3834,199.722,105.31,50.499,200.814,-65.0821,71.0285,39.3068,108.535,71.5578,36.7811,-67.7045,-87.5458,36.1901,106.394,-85.6246,35.7342
248,0,111.197,-68.5997,199.758,-70.0124,-69.4878,198.933,-66.2862,50.3711,199.74,105.325,50.5091,200.792,-65.0656,71.0128,39.2885,108.52,71.5076,36.7444,-67.6875,-87.5315,36.1932,106.41,-85.6901,35.7888
249,0,111.184,-68.5945,199.759,-70.0085,-69.4999,198.935,-66.2889,50.3852,199.719,105.324,50.5072,200.809,-65.0941,71.0286,39.2931,108.509,71.5427,36.7661,-67.6986,-87.5476,36.2263,106.4,-85.6584,35.772
250,0,111.204,-68.5967,199.76,-70.0054,-69.4954,198.917,-66.2834,50.3779,199.727,105.33,50.5246,200.795,-65.0734,71.0338,39.2894,108.534,71.5231,36.7073,-67.6714,-87.5255,36.1705,106.423,-85.6451,35.7394
251,0,111.191,-68.6032,199.769,-70.0097,-69.4959,198.915,-66.2857,50.3908,199.726,105.31,50.4685,200.798,-65.0762,71.0454,39.2785,108.541,71.488,36.7442,-67.6905,-87.5857,36.2232,106.4,-85.654,35.7719
252,0,111.197,-68.6054,199.761,-70.0095,-69.507,198.906,-66.2847,50.3725,199.726,105.309,50.501,200.783,-65.0767,71.0459,39.2853,108.517,71.5077,36.7252,-67.6851,-87.5386,36.2062,106.399,-85.6302,35.7306
253,0,111.191,-68.5912,199.747,-69.9899,-69.475,198.895,-66.2883,50.3685,199.733,105.314,50.5041,200.792,-65.0738,71.0224,39.2766,108.531,71.5423,36.7528,-67.6944,-87.5327,36.2054,106.391,-85.6379,35.7229
254,0,111.193,-68.6043,199.769,-70.0071,-69.4893,198.919,-66.2922,50.3766,199.718,105.32,50.5075,200.801,-65.0751,70.9946,39.2595,108.521,71.4886,36.7059,-67.6762,-87.5425,36.2054,106.424,-85.5976,35.6906
255,0,111.196,-68.5866,199.78,-70.0145,-69.485,198.889,-66.2887,50.3679,199.719,105.324,50.5004,200.796,-65.0789,71.0132,39.2852,108.531,71.5576,36.7579,-67.6734,-87.5362,36.1841,106.409,-85.6564,35.733
256,0,111.194,-68.5875,199.77,-70.0199,-69.493,198.905,-66.2929,50.3744,199.699,105.33,50.5204,200.8,-65.0773,71.0773,39.3131,108.535,71.5597,36.7853,-67.6784,-87.5168,36.184,106.414,-85.6083,35.7112
257,0,111.184,-68.6143,199.764,-70.0276,-69.4849,198.924,-66.2852,50.3856,199.723,105.317,50.4937,200.791,-65.0794,71.0241,39.2658,108.535,71.5594,36.7852,-67.6898,-87.5552,36.1966,106.403,-85.6661,35.7627
258,0,111.188,-68.5834,199.759,-70.0208,-69.4882,198.912,-66.2887,50.3733,199.713,105.325,50.4974,200.785,-65.073,71.0792,39.3183,108.514,71.5181,36.7397,-67.6938,-87.558,36.2231,106.414,-85.6139,35.7075
259,0,111.183,-68.5997,199.772,-70.0091,-69.5051,198.929,-66.2813,50.3784,199.737,105.335,50.4784,200.779,-65.0881,71.0223,39.2625,108.523,71.5627,36.7901,-67.6991,-87.5732,36.2184,106.414,-85.6035,35.6971
260,0,111.191,-68.5827,199.786,-70.0145,-69.5054,198.925,-66.2892,50.3628,199.711,105.329,50.507,200.792,-65.0756,71.039,39.3061,108.526,71.5373,36.7434,-67.7016,-87.5487,36.22,106.403,-85.6652,35.7342
261,0,111.195,-68.5989,199.776,-70.0123,-69.5122,198.935,-66.2597,50.3538,199.749,105.333,50.5082,200.785,-65.0708,71.0397,39.2665,108.527,71.5135,36.7473,-67.6777,-87.5353,36.1825,106.402,-85.613,35.7194
262,0,111.193,-68.6037,199.764,-70.005,-69.4936,198.911,-66.2878,50.3659,199.714,105.332,50.4967,200.799,-65.0552,71.0599,39.293,108.542,71.5804,36.8068,-67.6883,-87.5091,36.1615,106.409,-85.6484,35.7595
263,0,111.203,-68.5779,199.756,-70.0116,-69.5037,198.913,-66.2896,50.3694,199.735,105.337,50.5066,200.798,-65.0801,71.0326,39.2817,108.529,71.5255,36.7784,-67.7067,-87.5692,36.2223,106.405,-85.6261,35.7274
264,0,111.188,-68.5948,199.785,-70.023,-69.4961,198.915,-66.2955,50.3679,199.711,105.316,50.5153,200.794,-65.0724,71.0199,39.2649,108.546,71.5638,36.7806,-67.68,-87.5909,36.2414,106.424,-85.5946,35.6748
265,0,111.201,-68.5799,199.771,-70.0046,-69.5104,198.907,-66.2777,50.3586,199.725,105.331,50.5243,200.783,-65.072,71.064,39.3236,108.542,71.5004,36.7518,-67.6863,-87.5075,36.1627,106.403,-85.6128,35.6995
266,0,111.198,-68.5928,199.765,-70.0176,-69.5022,198.925,-66.2741,50.3675,199.736,105.322,50.4984,200.798,-65.0617,71.0268,39.2705,108.545,71.5665,36.7969,-67.6998,-87.5232,36.1625,106.403,-85.5893,35.6916
267,0,111.202,-68.5795,199.761,-70.0173,-69.5055,198.936,-66.2869,50.3958,199.725,105.319,50.5038,200.791,-65.077,71.0387,39.3068,108.529,71.5724,36.7813,-67.6786,-87.5373,36.1867,106.434,-85.5971,35.6899
268,0,111.191,-68.6079,199.775,-70.0036,-69.5049,198.919,-66.294,50.3719,199.74,105.326,50.5177,200.788,-65.0718,71.0057,39.2675,108.501,71.5716,36.7814,-67.6857,-87.545,36.1889,106.43,-85.7004,35.7992
269,0,111.202,-68.6102,199.765,-70.0269,-69.4995,198.906,-66.2896,50.3852,199.728,105.341,50.4948,200.784,-65.0563,71.0242,39.2796,108.513,71.5288,36.7614,-67.6655,-87.5466,36.2071,106.423,-85.6247,35.719
270,0,111.199,-68.5934,199.784,-70.0102,-69.4996,198.922,-66.2885,50.3773,199.728,105.335,50.5116,200.796,-65.0706,71.0368,39.2818,108.536,71.5707,36.7846,-67.6747,-87.5098,36.1674,106.396,-85.6157,35.71
271,0,111.196,-68.5961,199.769,-70.0152,-69.4879,198.92,-66.2856,50.3671,199.703,105.323,50.4966,200.8,-65.0766,71.0391,39.2699,108.53,71.4762,36.7241,-67.6918,-87.5805,36.2327,106.421,-85.668,35.7497
272,0,111.179,-68.5768,199.761,-70.0059,-69.4842,198.922,-66.2768,50.3647,199.739,105.318,50.5076,200.789,-65.0734,71.0495,39.3111,108.534,71.5268,36.7832,-67.6714,-87.4999,36.1556,106.415,-85.6457,35.7432
273,0,111.187,-68.597,199.773,-70.0148,-69.5004,198.921,-66.2959,50.3817,199.731,105.312,50.5066,200.773,-65.0716,71.0543,39.3018,108.523,71.5439,36.7773,-67.6975,-87.5339,36.1886,106.39,-85.6694,35.7725
274,0,111.184,-68.5847,199.78,-70.02,-69.5067,198.908,-66.2877,50.3728,199.723,105.319,50.5338,200.811,-65.0917,71.0006,39.2794,108.519,71.5248,36.7532,-67.6825,-87.5041,36.1862,106.403,-85.641,35.7534
275,0,111.192,-68.6138,199.774,-70.0265,-69.5075,198.931,-66.2902,50.371,199.728,105.313,50.5233,200.793,-65.0647,71.0356,39.2823,108.533,71.5089,36.7223,-67.6996,-87.5564,36.2101,106.438,-85.6395,35.7376
276,0,111.192,-68.5952,199.779,-70.0142,-69.4711,198.918,-66.2948,50.3821,199.731,105.326,50.5022,200.778,-65.0897,71.0517,39.3038,108.536,71.5465,36.772,-67.6917,-87.5456,36.2087,106.394,-85.6618,35.7495
277,0,111.199,-68.5874,199.762,-70.0173,-69.5122,198.932,-66.2992,50.3683,199.727,105.322,50.5121,200.785,-65.0739,70.9948,39.2484,108.509,71.5936,36.812,-67.6867,-87.5498,36.1858,106.414,-85.6643,35.751
278,0,111.189,-68.5843,199.761,-70.0179,-69.4912,198.931,-66.2974,50.3755,199.71,105.3,50.4919,200.787,-65.0882,71.0113,39.2643,108.529,71.5727,36.8009,-67.6856,-87.5425,36.2142,106.419,-85.6285,35.7353
279,0,111.201,-68.5878,199.744,-70.023,-69.5078,198.923,-66.2981,50.3924,199.72,105.32,50.5276,200.789,-65.0772,71.0528,39.2878,108.52,71.5757,36.8117,-67.6959,-87.5253,36.1744,106.405,-85.6493,35.73
280,0,111.198,-68.591,199.784,-70.007,-69.5004,198.909,-66.2933,50.3689,199.726,105.318,50.4819,200.792,-65.0938,71.018,39.2738,108.523,71.5301,36.741,-67.7029,-87.5745,36.212,106.416,-85.6736,35.759
281,0,111.194,-68.5868,199.772,-70.0203,-69.5008,198.922,-66.2998,50.3576,199.715,105.318,50.5051,200.786,-65.0821,71.0279,39.2746,108.523,71.5224,36.725,-67.6973,-87.5246,36.1822,106.409,-85.6009,35.6786
282,0,111.198,-68.5957,199.764,-70.0148,-69.506,198.893,-66.2934,50.3609,199.72,105.32,50.487,200.793,-65.0923,71.0121,39.2779,108.526,71.5255,36.7677,-67.6963,-87.5561,36.2109,106.441,-85.6413,35.7401
283,0,111.19,-68.6036,199.771,-70.0192,-69.507,198.932,-66.2937,50.3578,199.73,105.329,50.5006,200.796,-65.0963,71.0419,39.2843,108.533,71.5099,36.7204,-67.6857,-87.545,36.1783,106.39,-85.6595,35.748
284,0,111.183,-68.5854,199.768,-70.023,-69.4912,198.913,-66.2853,50.3641,199.722,105.315,50.4962,200.786,-65.0756,71.0225,39.2764,108.522,71.5829,36.8157,-67.7031,-87.5096,36.1515,106.406,-85.6233,35.7313
285,0,111.187,-68.5964,199.776,-70.0206,-69.5045,198.931,-66.3041,50.3823,199.733,105.311,50.4931,200.799,-65.0808,71.0198,39.2817,108.534,71.5493,36.7749,-67.7059,-87.5573,36.1883,106.406,-85.6283,35.7286
286,0,111.194,-68.6198,199.782,-70.0086,-69.5095,198.904,-66.2876,50.3789,199.713,105.326,50.5056,200.811,-65.0849,70.9868,39.2693,108.522,71.5469,36.779,-67.6799,-87.5142,36.1748,106.419,-85.631,35.7329
287,0,111.189,-68.6195,199.779,-70.0316,-69.5012,198.907,-66.2804,50.3741,199.715,105.311,50.5043,200.802,-65.0871,71.024,39.2626,108.524,71.5412,36.8051,-67.6803,-87.5515,36.218,106.404,-85.6317,35.7507
288,0,111.178,-68.5985,199.759,-70.0149,-69.4984,198.926,-66.2995,50.3552,199.732,105.315,50.5039,200.794,-65.0702,71.026,39.2978,108.519,71.5582,36.7765,-67.6894,-87.5317,36.1983,106.4,-85.635,35.7373
289,0,111.183,-68.6005,199.78,-70.0287,-69.5028,198.92,-66.2801,50.3551,199.724,105.323,50.508,200.802,-65.1012,71.0171,39.2603,108.53,71.5884,36.8014,-67.6908,-87.5693,36.1975,106.382,-85.6223,35.7476
290,0,111.194,-68.5865,199.768,-70.0128,-69.5027,198.917,-66.2872,50.376,199.719,105.323,50.4944,200.792,-65.0899,70.9889,39.266,108.525,71.5019,36.7423,-67.6964,-87.5467,36.222,106.408,-85.621,35.7225
291,0,111.176,-68.6022,199.754,-70.0222,-69.4991,198.892,-66.2823,50.37,199.741,105.321,50.5029,200.786,-65.0896,71.0324,39.2811,108.533,71.51,36.7602,-67.6981,-87.5466,36.202,106.432,-85.6386,35.7306
292,0,111.195,-68.5978,199.774,-70.0185,-69.5156,198.918,-66.3106,50.3822,199.705,105.312,50.5009,200.789,-65.0817,71.0008,39.2755,108.507,71.5401,36.764,-67.6981,-87.5181,36.1434,106.4,-85.6955,35.7981
293,0,111.187,-68.5996,199.782,-70.0145,-69.5273,198.898,-66.2958,50.357,199.73,105.322,50.5114,200.795,-65.0878,71.0266,39.2773,108.517,71.5443,36.7685,-67.6932,-87.5388,36.2059,106.416,-85.6418,35.7423
294,0,111.199,-68.6113,199.768,-70.0074,-69.4988,198.929,-66.2978,50.3696,199.731,105.325,50.5176,200.807,-65.0701,71.0123,39.2441,108.529,71.5643,36.7825,-67.6797,-87.5407,36.188,106.397,-85.606,35.7125
295,0,111.192,-68.5958,199.767,-70.0079,-69.5126,198.939,-66.282,50.3561,199.721,105.312,50.4917,200.788,-65.0635,70.9827,39.2456,108.518,71.5298,36.7604,-67.6803,-87.5595,36.2036,106.418,-85.6388,35.7441
296,0,111.189,-68.6033,199.785,-70.0075,-69.5001,198.922,-66.2918,50.3863,199.726,105.313,50.5134,200.802,-65.0744,71.0181,39.2673,108.517,71.5424,36.751,-67.6814,-87.5517,36.1762,106.406,-85.6497,35.7364
297,0,111.184,-68.6073,199.757,-70.0035,-69.5047,198.91,-66.2867,50.3817,199.716,105.334,50.4988,200.791,-65.085,71.0418,39.2961,108.527,71.5061,36.7381,-67.6702,-87.587,36.243,106.405,-85.6243,35.7173
298,0,111.196,-68.5788,199.752,-70.0187,-69.5025,198.932,-66.3023,50.382,199.713,105.328,50.4841,200.79,-65.0686,71.0426,39.283,108.532,71.5051,36.7468,-67.681,-87.5033,36.1496,106.436,-85.6347,35.7171
299,0,111.183,-68.6094,199.755,-70.0163,-69.4931,198.924,-66.2854,50.3728,199.732,105.323,50.4849,200.804,-65.0909,71.0258,39.2696,108.513,71.5219,36.7365,-67.6947,-87.5608,36.2154,106.419,-85.6228,35.7256
300,0,111.191,-68.5779,199.768,-70.0232,-69.5047,198.928,-66.3101,50.3643,199.725,105.331,50.5059,200.8,-65.0838,71.0396,39.2889,108.518,71.5354,36.7534,-67.7028,-87.4978,36.1495,106.394,-85.6312,35.7318
301,0,111.191,-68.5937,199.752,-70.0218,-69.5077,198.921,-66.2949,50.3676,199.711,105.33,50.5139,200.807,-65.0813,71.0434,39.2899,108.517,71.5319,36.7283,-67.6803,-87.5623,36.2178,106.413,-85.595,35.6947
302,0,111.201,-68.5876,199.776,-70.0094,-69.4919,198.936,-66.2932,50.398,199.723,105.329,50.524,200.804,-65.0804,71.026,39.2768,108.523,71.5147,36.7384,-67.6946,-87.5503,36.2086,106.407,-85.5753,35.6753
303,0,111.185,-68.6148,199.776,-70.0099,-69.4874,198.918,-66.2798,50.3568,199.722,105.315,50.5042,200.781,-65.087,71.0546,39.2913,108.518,71.5657,36.7675,-67.6889,-87.5426,36.1917,106.436,-85.6185,35.7297
304,0,111.191,-68.5989,199.777,-70.0234,-69.5158,198.919,-66.2863,50.3694,199.724,105.317,50.5095,200.787,-65.0802,71.0168,39.2513,108.522,71.5028,36.737,-67.6817,-87.5296,36.1733,106.423,-85.6273,35.728
305,0,111.201,-68.5853,199.769,-70.0106,-69.5415,198.912,-66.2932,50.3754,199.734,105.332,50.5088,200.805,-65.0928,71.0442,39.2913,108.529,71.5609,36.7675,-67.7,-87.5518,36.1946,106.406,-85.6457,35.7558
306,0,111.185,-68.6007,199.775,-70.0206,-69.4911,198.919,-66.2958,50.3725,199.721,105.321,50.5062,200.796,-65.0861,71.0008,39.255,108.527,71.5357,36.7791,-67.6953,-87.5397,36.1799,106.391,-85.6317,35.7383
307,0,111.194,-68.6086,199.769,-70.0215,-69.5067,198.917,-66.2895,50.3603,199.713,105.324,50.5148,200.794,-65.0897,71.0542,39.2871,108.509,71.522,36.732,-67.675,-87.5223,36.2023,106.402,-85.638,35.7299
308,0,111.2,-68.5927,199.75,-70.0152,-69.4924,198.903,-66.2924,50.3749,199.731,105.321,50.5031,200.789,-65.0881,71.0396,39.2852,108.526,71.5102,36.7254,-67.6811,-87.474,36.1356,106.4,-85.6839,35.7864
309,0,111.202,-68.5836,199.751,-70.0269,-69.4931,198.914,-66.2974,50.3668,199.724,105.325,50.5086,200.794,-65.0871,71.0018,39.2518,108.53,71.5418,36.7642,-67.6811,-87.5934,36.2649,106.427,-85.6493,35.728
310,0,111.194,-68.6016,199.758,-70.0253,-69.4968,198.902,-66.2928,50.3611,199.717,105.331,50.5141,200.797,-65.0752,71.0402,39.3051,108.54,71.5178,36.716,-67.68,-87.5268,36.18,106.401,-85.6337,35.7311
311,0,111.209,-68.599,199.772,-70.0186,-69.5016,198.91,-66.2927,50.3641,199.713,105.322,50.5093,200.806,-65.0973,71.0309,39.2883,108.517,71.5245,36.7535,-67.686,-87.582,36.2294,106.409,-85.6735,35.7896
312,0,111.185,-68.5959,199.764,-70.0183,-69.4875,198.92,-66.2903,50.3598,199.735,105.335,50.5204,200.77,-65.0861,70.9934,39.2278,108.516,71.5173,36.7523,-67.6992,-87.5496,36.2263,106.429,-85.6088,35.7186
313,0,111.195,-68.5903,199.764,-70.0088,-69.4719,198.887,-66.2956,50.3659,199.71,105.318,50.5168,200.786,-65.0614,71.0387,39.2838,108.524,71.5692,36.8024,-67.6872,-87.5712,36.2048,106.405,-85.6608,35.7641
314,0,111.19,-68.6035,199.778,-70.0271,-69.5134,198.909,-66.3054,50.3663,199.715,105.343,50.4884,200.78,-65.0751,71.0699,39.3026,108.529,71.5295,36.7574,-67.6883,-87.5025,36.1518,106.415,-85.7,35.7653
315,0,111.199,-68.5807,199.755,-70.0207,-69.5085,198.912,-66.2835,50.3871,199.734,105.342,50.526,200.807,-65.0715,71.0673,39.3197,108.53,71.5346,36.7364,-67.7024,-87.5758,36.2309,106.414,-85.6613,35.7765
316,0,111.195,-68.6035,199.754,-70.0152,-69.4958,198.915,-66.2814,50.3806,199.726,105.327,50.5168,200.795,-65.0663,70.9659,39.2138,108.538,71.5496,36.7571,-67.7026,-87.5221,36.1808,106.41,-85.6384,35.7489
317,0,111.187,-68.6012,199.783,-70.0278,-69.5062,198.895,-66.2788,50.3496,199.711,105.315,50.516,200.791,-65.0556,71.0321,39.2883,108.519,71.5505,36.7752,-67.6826,-87.5371,36.1939,106.416,-85.6617,35.7449
318,0,111.191,-68.5957,199.761,-70.0145,-69.5077,198.912,-66.291,50.3615,199.738,105.324,50.5023,200.805,-65.0897,71.0045,39.2345,108.521,71.5312,36.7547,-67.7092,-87.528,36.1683,106.439,-85.5746,35.6642
319,0,111.188,-68.5983,199.77,-70.017,-69.4854,198.907,-66.29,50.3715,199.718,105.335,50.519,200.798,-65.0875,70.9939,39.2657,108.527,71.5155,36.7357,-67.7027,-87.5544,36.2428,106.421,-85.6316,35.7353
320,0,111.184,-68.5888,199.768,-70.0102,-69.4866,198.903,-66.2767,50.3754,199.726,105.311,50.4998,200.78,-65.069,71.0202,39.2556,108.524,71.5361,36.7652,-67.6834,-87.545,36.1996,106.396,-85.5933,35.7018
321,0,111.199,-68.575,199.764,-70.0153,-69.4995,198.899,-66.309,50.3714,199.724,105.329,50.5058,200.794,-65.0709,71.0094,39.2639,108.539,71.4863,36.7212,-67.6711,-87.5117,36.1809,106.409,-85.6947,35.8054
322,0,111.18,-68.603,199.771,-70.0191,-69.5041,198.903,-66.2868,50.3881,199.714,105.319,50.5208,200.78,-65.0823,71.0288,39.2555,108.531,71.5748,36.7987,-67.6862,-87.5237,36.1594,106.407,-85.618,35.6984
323,0,111.198,-68.6129,199.772,-70.0168,-69.5185,198.927,-66.2999,50.3674,199.708,105.325,50.517,200.8,-65.0687,70.9813,39.2295,108.532,71.5389,36.7812,-67.6912,-87.5848,36.2551,106.43,-85.6413,35.7362
