Trajectories
100
,,box:segment11,,,box:segment12,,,box:segment13,,,box:segment14,,,box:segment23,,,box:segment24,,,box:segment33,,,box:segment43,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
100,0,111.195,-68.5928,199.774,-70.0045,-69.5021,198.909,-66.2777,50.3738,199.712,105.33,50.4921,200.794,-65.0701,71.0737,39.3013,108.534,71.595,36.8234,-67.7065,-87.5382,36.1855,106.411,-85.6305,35.7434
101,0,111.194,-68.6007,199.764,-70.0226,-69.5049,198.907,-66.3009,50.3639,199.722,105.323,50.5135,200.79,-65.0742,71.0359,39.2671,108.518,71.5028,36.7479,-67.6868,-87.5017,36.1771,106.413,-85.6219,35.7234
102,0,111.193,-68.589,199.781,-70.0197,-69.509,198.915,-66.288,50.374,199.736,105.33,50.5288,200.79,-65.075,71.035,39.271,108.52,71.5341,36.7771,-67.6633,-87.5486,36.2101,106.422,-85.6248,35.754
103,0,111.198,-68.6036,199.779,-70.0121,-69.4902,198.917,-66.2889,50.3772,199.724,105.319,50.5191,200.803,-65.0701,71.0295,39.29,108.546,71.5177,36.7401,-67.7076,-87.5394,36.1863,106.412,-85.6261,35.7392
104,0,111.193,-68.5956,199.765,-70.0096,-69.5011,198.916,-66.2889,50.3389,199.723,105.322,50.4907,200.79,-65.0814,71.0596,39.2914,108.538,71.5659,36.7932,-67.6999,-87.5642,36.2031,106.414,-85.6315,35.6948
105,0,111.194,-68.5783,199.768,-70.0062,-69.4785,198.901,-66.2697,50.3641,199.733,105.328,50.5064,200.817,-65.075,71.0562,39.3041,108.541,71.5463,36.7765,-67.7042,-87.5339,36.1884,106.404,-85.6584,35.7613
106,0,111.195,-68.58,199.785,-70.0146,-69.4853,198.91,-66.299,50.3437,199.725,105.309,50.5085,200.773,-65.0923,71.0313,39.2739,108.552,71.544,36.7757,-67.6963,-87.5138,36.1677,106.43,-85.6203,35.7032
107,0,111.2,-68.5795,199.76,-70.0144,-69.4949,198.913,-66.2748,50.3727,199.714,105.329,50.5008,200.804,-65.0772,71.0386,39.2948,108.524,71.5319,36.7563,-67.6926,-87.55,36.2032,106.409,-85.5934,35.6842
108,0,111.193,-68.5973,199.775,-70.0174,-69.4985,198.912,-66.2888,50.3789,199.713,105.316,50.5094,200.777,-65.0915,71.0388,39.296,108.538,71.5789,36.8236,-67.6866,-87.5583,36.2215,106.402,-85.6213,35.6984
109,0,111.205,-68.5979,199.781,-70.0176,-69.4907,198.918,-66.2939,50.3669,199.728,105.323,50.5026,200.804,-65.0629,71.0873,39.3575,108.544,71.5588,36.7915,-67.694,-87.5604,36.1999,106.412,-85.6473,35.7532
110,0,111.182,-68.6043,199.776,-70.0277,-69.5331,198.92,-66.2967,50.3697,199.719,105.314,50.5239,200.8,-65.0688,71.0699,39.3411,108.519,71.5237,36.7427,-67.6855,-87.5273,36.1742,106.409,-85.6285,35.7591
111,0,111.181,-68.6027,199.762,-70.0058,-69.5035,198.912,-66.2939,50.3656,199.707,105.325,50.5197,200.803,-65.0711,71.0213,39.2831,108.522,71.5145,36.7397,-67.7081,-87.5071,36.1698,106.424,-85.6294,35.7344
112,0,111.193,-68.5831,199.764,-70.0043,-69.4893,198.925,-66.287,50.3748,199.727,105.329,50.5076,200.782,-65.0809,71.0613,39.301,108.525,71.5508,36.7634,-67.6958,-87.5178,36.1795,106.407,-85.6229,35.7265
113,0,111.19,-68.5631,199.77,-70.0321,-69.5177,198.928,-66.2964,50.3686,199.722,105.326,50.5041,200.804,-65.0858,70.9795,39.2475,108.524,71.5145,36.7694,-67.6883,-87.5446,36.19,106.398,-85.6252,35.7673
114,0,111.189,-68.5884,199.763,-70.015,-69.51,198.935,-66.2946,50.3901,199.721,105.33,50.5188,200.798,-65.0596,71.0421,39.2863,108.55,71.5868,36.7969,-67.7019,-87.5005,36.1707,106.394,-85.6535,35.7757
115,0,111.19,-68.5828,199.768,-70.0088,-69.4965,198.918,-66.2909,50.3444,199.726,105.318,50.5082,200.802,-65.0703,71.0282,39.3183,108.524,71.5012,36.735,-67.6966,-87.5389,36.2026,106.437,-85.6199,35.727
116,0,111.186,-68.5689,199.759,-70.0096,-69.4992,198.931,-66.2894,50.3708,199.725,105.331,50.5168,200.804,-65.0737,71.0787,39.31,108.518,71.5299,36.7572,-67.691,-87.5393,36.1746,106.42,-85.6269,35.7176
117,0,111.188,-68.5897,199.754,-70.0156,-69.5177,198.94,-66.2906,50.3624,199.728,105.316,50.5186,200.804,-65.0725,71.0819,39.3162,108.522,71.525,36.7603,-67.695,-87.5099,36.1674,106.401,-85.6359,35.7453
118,0,111.184,-68.5837,199.775,-70.033,-69.5103,198.924,-66.2953,50.3795,199.722,105.32,50.5203,200.819,-65.0664,71.04,39.2901,108.519,71.5295,36.7849,-67.6926,-87.5639,36.222,106.412,-85.6071,35.7039
119,0,111.185,-68.5908,199.762,-70.0025,-69.4948,198.92,-66.2876,50.3676,199.712,105.306,50.5034,200.798,-65.0671,71.0245,39.3088,108.511,71.5195,36.7539,-67.6826,-87.5239,36.1607,106.403,-85.5963,35.7011
120,0,111.19,-68.5934,199.762,-70.021,-69.4964,198.922,-66.2894,50.3831,199.733,105.33,50.4914,200.772,-65.0802,71.0308,39.2975,108.507,71.5178,36.7559,-67.6685,-87.5443,36.1946,106.373,-85.6832,35.7609
121,0,111.203,-68.6012,199.771,-70.0027,-69.4895,198.931,-66.2803,50.3714,199.712,105.318,50.4912,200.804,-65.0829,70.9934,39.2611,108.523,71.5259,36.7409,-67.6905,-87.5704,36.2033,106.42,-85.5844,35.7134
122,0,111.183,-68.6017,199.768,-70.0071,-69.4855,198.906,-66.2867,50.3744,199.72,105.323,50.5035,200.809,-65.0856,71.0158,39.2769,108.531,71.528,36.7492,-67.6844,-87.5104,36.1626,106.397,-85.6402,35.7505
123,0,111.184,-68.6036,199.786,-70.0238,-69.5202,198.911,-66.2899,50.3751,199.728,105.329,50.5047,200.806,-65.0793,71.0064,39.2558,108.526,71.4838,36.7249,-67.6862,-87.5431,36.2102,106.417,-85.6258,35.7502
124,0,111.184,-68.6063,199.772,-70.0102,-69.4863,198.919,-66.2923,50.3766,199.706,105.315,50.508,200.792,-65.0687,71.0282,39.2678,108.529,71.5242,36.7484,-67.7049,-87.5448,36.2149,106.403,-85.6257,35.7025
125,0,111.184,-68.5736,199.786,-70.0153,-69.4993,198.929,-66.3025,50.3688,199.72,105.327,50.5229,200.789,-65.0658,71.0064,39.2739,108.526,71.4925,36.7159,-67.7014,-87.5652,36.2392,106.416,-85.6414,35.7474
126,0,111.204,-68.5764,199.767,-70.0167,-69.5036,198.921,-66.286,50.3663,199.722,105.328,50.5251,200.8,-65.0842,71.0349,39.2851,108.504,71.5439,36.7893,-67.7,-87.5599,36.2155,106.414,-85.5943,35.6777
127,0,111.193,-68.609,199.766,-70.0158,-69.4951,198.933,-66.2803,50.3699,199.71,105.341,50.5171,200.802,-65.0695,71.0105,39.2708,108.52,71.5185,36.7386,-67.6778,-87.5392,36.1955,106.385,-85.6456,35.7507
128,0,111.183,-68.5907,199.765,-70.0237,-69.4935,198.919,-66.2983,50.3676,199.733,105.326,50.5223,200.791,-65.0686,71.04,39.2958,108.533,71.554,36.7623,-67.6866,-87.5511,36.2232,106.391,-85.7034,35.8229
129,0,111.198,-68.5837,199.761,-70.0158,-69.4985,198.909,-66.2761,50.3588,199.733,105.338,50.518,200.787,-65.0694,71.0773,39.3267,108.538,71.5395,36.7691,-67.692,-87.5606,36.1983,106.417,-85.6102,35.7146
130,0,111.19,-68.5885,199.768,-70.0259,-69.51,198.937,-66.293,50.3675,199.725,105.332,50.5243,200.797,-65.0875,71.0165,39.2718,108.535,71.5119,36.7214,-67.6935,-87.5166,36.1755,106.43,-85.6429,35.7614
131,0,111.199,-68.5739,199.761,-70.0099,-69.5181,198.914,-66.2958,50.3898,199.715,105.327,50.5114,200.806,-65.0719,71.0262,39.2969,108.523,71.5341,36.7706,-67.7074,-87.5092,36.133,106.422,-85.6056,35.7223
132,0,111.182,-68.5914,199.774,-70.0056,-69.4828,198.902,-66.3038,50.3542,199.705,105.317,50.5074,200.776,-65.0794,71.0063,39.2666,108.541,71.5584,36.7933,-67.6921,-87.4634,36.1305,106.424,-85.6539,35.7564
133,0,111.184,-68.5876,199.772,-70.0122,-69.4947,198.918,-66.298,50.368,199.721,105.317,50.5057,200.799,-65.079,71.0615,39.3132,108.529,71.5499,36.7716,-67.7055,-87.5201,36.1958,106.398,-85.6915,35.7923
134,0,111.187,-68.5864,199.771,-70.0035,-69.5072,198.923,-66.2868,50.3768,199.729,105.324,50.535,200.79,-65.076,71.0645,39.3093,108.523,71.514,36.7511,-67.6974,-87.5332,36.1979,106.404,-85.67,35.8042
135,0,111.186,-68.5882,199.761,-70.0174,-69.5071,198.919,-66.2767,50.3545,199.72,105.303,50.5089,200.797,-65.0766,71.0374,39.302,108.529,71.5944,36.8054,-67.671,-87.5854,36.2259,106.388,-85.6512,35.7335
136,0,111.199,-68.5901,199.764,-70.0131,-69.4932,198.914,-66.2975,50.3645,199.726,105.318,50.5023,200.785,-65.091,71.0538,39.3256,108.518,71.5318,36.743,-67.6978,-87.5637,36.2129,106.414,-85.6629,35.7559
137,0,111.2,-68.589,199.756,-70.0084,-69.5081,198.909,-66.2959,50.3508,199.727,105.313,50.5197,200.801,-65.0772,71.0205,39.2609,108.503,71.5182,36.7488,-67.6841,-87.5059,36.1661,106.42,-85.6519,35.7346
138,0,111.191,-68.5924,199.775,-70.0278,-69.487,198.912,-66.2991,50.373,199.724,105.316,50.4986,200.782,-65.076,71.0408,39.2934,108.54,71.5226,36.7539,-67.6755,-87.5566,36.2093,106.425,-85.6285,35.7469
139,0,111.184,-68.5768,199.765,-70.0215,-69.4935,198.907,-66.2906,50.3551,199.731,105.326,50.51,200.803,-65.0734,71.0428,39.3086,108.53,71.5445,36.7785,-67.6917,-87.5304,36.1735,106.406,-85.6415,35.7287
140,0,111.194,-68.6089,199.77,-70.016,-69.4866,198.917,-66.296,50.4047,199.707,105.334,50.51,200.79,-65.0788,70.9674,39.2098,108.515,71.5766,36.7951,-67.6921,-87.5347,36.1867,106.416,-85.6631,35.7564
141,0,111.197,-68.6144,199.761,-70.0179,-69.479,198.908,-66.2828,50.3535,199.726,105.308,50.5031,200.807,-65.0806,70.9983,39.2562,108.505,71.5786,36.7739,-67.6842,-87.5439,36.187,106.421,-85.6499,35.7382
142,0,111.202,-68.5856,199.778,-70.021,-69.5208,198.903,-66.2952,50.3638,199.724,105.329,50.5244,200.803,-65.0807,71.0677,39.3209,108.547,71.5261,36.7556,-67.6809,-87.538,36.1903,106.414,-85.691,35.7581
143,0,111.185,-68.5889,199.779,-70.0202,-69.4982,198.924,-66.2908,50.3626,199.73,105.333,50.5127,200.772,-65.0782,71.0106,39.2687,108.529,71.5255,36.7668,-67.6977,-87.5425,36.2044,106.419,-85.6262,35.6968
144,0,111.2,-68.5972,199.769,-70.0216,-69.4991,198.902,-66.2845,50.3594,199.719,105.317,50.513,200.797,-65.0957,71.0512,39.2813,108.528,71.5304,36.7738,-67.6882,-87.5249,36.1771,106.416,-85.6254,35.7143
145,0,111.19,-68.5806,199.795,-70.0186,-69.4997,198.905,-66.2848,50.3653,199.723,105.33,50.4977,200.784,-65.0745,71.0188,39.3024,108.528,71.4875,36.7285,-67.6956,-87.5533,36.2042,106.41,-85.643,35.7498
146,0,111.192,-68.5852,199.77,-70.0197,-69.4977,198.91,-66.2898,50.3661,199.732,105.334,50.4965,200.795,-65.0658,71.0651,39.3275,108.53,71.5896,36.8074,-67.6963,-87.5281,36.1914,106.415,-85.6673,35.7395
147,0,111.191,-68.5927,199.768,-70.0192,-69.5042,198.921,-66.2953,50.3772,199.724,105.326,50.4887,200.799,-65.0787,70.9841,39.2507,108.52,71.5542,36.756,-67.6783,-87.526,36.2163,106.416,-85.7029,35.7912
148,0,111.19,-68.6216,199.769,-70.0104,-69.5117,198.923,-66.2819,50.3644,199.733,105.32,50.4889,200.809,-65.0817,71.0094,39.2545,108.535,71.5801,36.8174,-67.69,-87.5293,36.1907,106.38,-85.7009,35.7822
149,0,111.205,-68.5812,199.758,-70.0192,-69.5077,198.892,-66.2742,50.3623,199.734,105.326,50.5006,200.803,-65.0687,71.0282,39.3001,108.532,71.5196,36.7646,-67.6822,-87.5351,36.2218,106.398,-85.6716,35.7649
150,0,111.181,-68.5984,199.758,-70.01,-69.5072,198.921,-66.2934,50.3727,199.731,105.332,50.5027,200.797,-65.0659,70.977,39.2413,108.528,71.497,36.7185,-67.6823,-87.5083,36.1737,106.405,-85.6709,35.7541
151,0,111.188,-68.5922,199.779,-70.0137,-69.4902,198.926,-66.2901,50.3817,199.734,105.314,50.504,200.795,-65.0582,71.0603,39.3074,108.531,71.4898,36.7136,-67.6887,-87.5389,36.1683,106.411,-85.6631,35.7601
152,0,111.185,-68.6194,199.779,-70.0085,-69.5026,198.91,-66.2915,50.3645,199.727,105.334,50.5111,200.789,-65.0746,71.0273,39.2959,108.519,71.4958,36.7232,-67.6719,-87.5261,36.1665,106.414,-85.606,35.7082
153,0,111.201,-68.5824,199.763,-70.0191,-69.5173,198.914,-66.2964,50.3447,199.737,105.32,50.4834,200.785,-65.0874,71.08,39.3288,108.532,71.56,36.7769,-67.6855,-87.5227,36.1791,106.408,-85.624,35.7339
154,0,111.197,-68.6014,199.769,-70.0126,-69.5127,198.902,-66.2862,50.3592,199.72,105.315,50.5102,200.79,-65.0601,71.0149,39.3026,108.515,71.5384,36.7699,-67.7044,-87.5434,36.1903,106.412,-85.6352,35.7448
155,0,111.21,-68.5809,199.785,-69.9955,-69.4558,198.895,-66.2914,50.3587,199.718,105.321,50.4838,200.79,-65.0466,71.068,39.3163,108.557,71.4982,36.7532,-67.6811,-87.5517,36.2064,106.414,-85.6657,35.7813
156,0,111.207,-68.6008,199.784,-70.0154,-69.509,198.924,-66.2827,50.3735,199.726,105.335,50.5139,200.792,-65.0813,70.9962,39.2687,108.521,71.5009,36.7289,-67.6826,-87.511,36.1511,106.395,-85.6448,35.7432
157,0,111.189,-68.5982,199.777,-70.0043,-69.5056,198.93,-66.29,50.3535,199.733,105.311,50.4933,200.795,-65.0621,71.012,39.264,108.545,71.5278,36.7777,-67.6856,-87.5525,36.2328,106.419,-85.7,35.7895
158,0,111.185,-68.5831,199.787,-70.0178,-69.5068,198.906,-66.2796,50.3586,199.734,105.322,50.5001,200.796,-65.0719,71.0169,39.2883,108.529,71.5649,36.8049,-67.6936,-87.5416,36.1686,106.423,-85.6692,35.7498
159,0,111.189,-68.6109,199.782,-70.0109,-69.5184,198.938,-66.2808,50.3862,199.734,105.339,50.5021,200.798,-65.0583,71.0142,39.2605,108.541,71.5085,36.7273,-67.6882,-87.5601,36.215,106.425,-85.6805,35.7851
160,0,111.188,-68.6028,199.765,-70.0066,-69.5201,198.923,-66.2832,50.3747,199.729,105.326,50.4904,200.782,-65.0744,71.0543,39.2982,108.537,71.5508,36.7825,-67.686,-87.5242,36.1555,106.404,-85.6668,35.7716
161,0,111.2,-68.612,199.768,-70.0196,-69.5057,198.911,-66.2934,50.3692,199.725,105.32,50.4919,200.812,-65.0863,70.9976,39.2456,108.537,71.5568,36.7956,-67.6855,-87.5327,36.1967,106.41,-85.5683,35.6597
162,0,111.198,-68.6084,199.79,-70.0124,-69.5088,198.931,-66.2872,50.3646,199.723,105.329,50.5073,200.793,-65.0718,71.033,39.3135,108.536,71.5154,36.7476,-67.6917,-87.5689,36.2209,106.416,-85.6262,35.722
163,0,111.19,-68.6053,199.766,-70.0184,-69.5275,198.932,-66.2859,50.3923,199.713,105.337,50.5149,200.801,-65.0857,71.021,39.301,108.528,71.5432,36.8067,-67.6884,-87.5563,36.22,106.408,-85.6219,35.6947
164,0,111.192,-68.597,199.789,-70.0164,-69.5162,198.925,-66.2978,50.3678,199.727,105.321,50.4894,200.81,-65.0671,71.0246,39.3124,108.534,71.5317,36.782,-67.6723,-87.4987,36.1605,106.404,-85.6627,35.7455
165,0,111.192,-68.6024,199.783,-70.0167,-69.5045,198.922,-66.2963,50.3711,199.726,105.321,50.5069,200.802,-65.0774,71.039,39.2953,108.532,71.5139,36.7411,-67.7025,-87.5025,36.1322,106.4,-85.637,35.756
166,0,111.207,-68.5846,199.783,-70.0132,-69.5079,198.938,-66.2868,50.3666,199.725,105.329,50.5163,200.806,-65.0809,71.046,39.2865,108.549,71.4962,36.7209,-67.677,-87.5358,36.1851,106.411,-85.6501,35.7255
167,0,111.181,-68.6144,199.771,-70.0042,-69.5024,198.915,-66.2923,50.3664,199.729,105.314,50.5033,200.809,-65.0759,71.031,39.2824,108.549,71.5279,36.7597,-67.6999,-87.5618,36.2412,106.397,-85.6987,35.8038
168,0,111.196,-68.6094,199.78,-69.9987,-69.5113,198.926,-66.2768,50.378,199.719,105.32,50.5073,200.805,-65.0642,71.0232,39.2711,108.538,71.5727,36.7922,-67.6819,-87.5758,36.2455,106.411,-85.6339,35.7229
169,0,111.196,-68.6028,199.78,-70.0219,-69.5086,198.918,-66.283,50.3697,199.737,105.322,50.5156,200.808,-65.0769,71.0337,39.3169,108.541,71.5281,36.7587,-67.6888,-87.5102,36.1928,106.406,-85.6281,35.7266
170,0,111.207,-68.5936,199.772,-70.0136,-69.495,198.919,-66.2701,50.3915,199.732,105.313,50.4928,200.799,-65.0692,71.0352,39.2901,108.538,71.5232,36.7564,-67.6877,-87.505,36.1381,106.42,-85.6504,35.739
171,0,111.192,-68.5788,199.779,-70.0283,-69.5089,198.949,-66.2768,50.3813,199.729,105.33,50.5086,200.812,-65.0733,71.0554,39.3318,108.525,71.5412,36.7661,-67.6897,-87.5652,36.2397,106.41,-85.6295,35.7214
172,0,111.194,-68.6045,199.788,-70.03,-69.4995,198.922,-66.2861,50.3589,199.727,105.33,50.4975,200.79,-65.0796,71.0549,39.3081,108.539,71.5268,36.762,-67.6911,-87.548,36.1926,106.431,-85.6179,35.7084
173,0,111.188,-68.6017,199.792,-70.0242,-69.503,198.914,-66.2829,50.3582,199.737,105.323,50.5032,200.794,-65.0613,71.0047,39.2522,108.544,71.5288,36.7618,-67.6914,-87.553,36.1934,106.433,-85.6219,35.7191
174,0,111.191,-68.6066,199.778,-70.0181,-69.5193,198.925,-66.2926,50.3723,199.728,105.331,50.498,200.805,-65.0879,71.0432,39.3112,108.536,71.5251,36.7587,-67.6919,-87.556,36.2344,106.413,-85.6407,35.7579
175,0,111.191,-68.5938,199.791,-70.012,-69.4972,198.927,-66.297,50.3534,199.712,105.333,50.4858,200.798,-65.0673,71.0164,39.2822,108.529,71.5049,36.7311,-67.687,-87.5297,36.1908,106.396,-85.659,35.75
176,0,111.189,-68.6002,199.791,-70.0174,-69.4966,198.922,-66.2935,50.3866,199.727,105.313,50.485,200.791,-65.0585,71.0566,39.317,108.52,71.5451,36.7584,-67.6804,-87.5607,36.1891,106.404,-85.6168,35.7454
177,0,111.201,-68.5889,199.783,-70.0035,-69.5043,198.926,-66.307,50.3444,199.703,105.323,50.492,200.789,-65.0744,71.0028,39.2419,108.535,71.546,36.7637,-67.7024,-87.4938,36.138,106.404,-85.6529,35.748
178,0,111.194,-68.6002,199.771,-70.0106,-69.5079,198.922,-66.2863,50.358,199.748,105.326,50.4968,200.798,-65.0729,71.0472,39.2863,108.526,71.6002,36.8178,-67.683,-87.5853,36.2216,106.417,-85.5898,35.7099
179,0,111.201,-68.5978,199.796,-69.9865,-69.489,198.898,-66.2852,50.3756,199.73,105.319,50.5047,200.778,-65.064,71.055,39.3125,108.521,71.5296,36.7539,-67.6901,-87.5068,36.1811,106.385,-85.6967,35.7833
180,0,111.192,-68.5993,199.781,-70.0158,-69.5043,198.935,-66.2906,50.3608,199.721,105.319,50.5198,200.78,-65.076,70.9727,39.2464,108.529,71.5037,36.7511,-67.6957,-87.5205,36.17,106.407,-85.6579,35.7483
181,0,111.199,-68.5802,199.776,-70.0118,-69.5115,198.931,-66.2792,50.3678,199.718,105.322,50.5017,200.764,-65.0637,71.0653,39.3118,108.537,71.5702,36.8128,-67.686,-87.545,36.2071,106.411,-85.6303,35.7511
182,0,111.2,-68.582,199.78,-70.0005,-69.4978,198.905,-66.2979,50.377,199.722,105.328,50.5042,200.782,-65.0846,71.0313,39.2926,108.519,71.5388,36.7841,-67.6926,-87.5557,36.2281,106.417,-85.638,35.7277
183,0,111.191,-68.6035,199.779,-70.0173,-69.5102,198.932,-66.2888,50.3729,199.732,105.321,50.4923,200.785,-65.0922,71.0374,39.3036,108.561,71.5597,36.7627,-67.6933,-87.5728,36.2377,106.404,-85.6233,35.7423
184,0,111.197,-68.5971,199.763,-70.0136,-69.516,198.91,-66.2835,50.3703,199.729,105.335,50.4941,200.815,-65.0857,71.0358,39.301,108.535,71.5579,36.7864,-67.6886,-87.5169,36.1813,106.413,-85.636,35.7185
185,0,111.18,-68.6002,199.772,-70.0133,-69.4914,198.903,-66.2902,50.3636,199.727,105.33,50.5087,200.795,-65.0719,71.0476,39.3245,108.54,71.5309,36.7349,-67.6849,-87.5126,36.1722,106.4,-85.6624,35.768
186,0,111.212,-68.5942,199.757,-70.0055,-69.5068,198.911,-66.2888,50.3738,199.718,105.33,50.5181,200.796,-65.0913,71.065,39.3111,108.546,71.5048,36.7257,-67.6871,-87.5054,36.1633,106.42,-85.6,35.7033
187,0,111.197,-68.5797,199.77,-70.0154,-69.4981,198.918,-66.3015,50.3727,199.711,105.339,50.5135,200.798,-65.0563,71.0282,39.2841,108.548,71.5271,36.7593,-67.6894,-87.5428,36.2172,106.392,-85.6586,35.7508
188,0,111.192,-68.5949,199.777,-70.0207,-69.505,198.927,-66.2878,50.3659,199.73,105.348,50.5065,200.801,-65.0861,71.0527,39.3084,108.535,71.5341,36.7296,-67.6832,-87.5776,36.2111,106.42,-85.6165,35.7169
189,0,111.192,-68.6224,199.786,-70.0048,-69.4872,198.916,-66.28,50.3628,199.731,105.313,50.52,200.78,-65.0577,71.02,39.3035,108.543,71.55,36.7575,-67.6782,-87.5485,36.194,106.402,-85.6202,35.7212
190,0,111.189,-68.6062,199.76,-70.0021,-69.5145,198.929,-66.2791,50.3755,199.733,105.334,50.5223,200.784,-65.0801,71.0472,39.2973,108.548,71.5413,36.7766,-67.7018,-87.5708,36.2102,106.4,-85.6567,35.7377
191,0,111.189,-68.6033,199.771,-70.0246,-69.506,198.907,-66.2857,50.385,199.725,105.327,50.5182,200.8,-65.0807,70.9948,39.2481,108.536,71.5586,36.8081,-67.6853,-87.5758,36.2186,106.398,-85.6241,35.714
192,0,111.19,-68.5841,199.774,-70.021,-69.4959,198.91,-66.2896,50.378,199.735,105.324,50.5109,200.788,-65.0571,71.0466,39.317,108.521,71.549,36.7682,-67.7001,-87.5354,36.1984,106.419,-85.6288,35.7676
193,0,111.194,-68.5782,199.761,-69.9965,-69.4969,198.915,-66.2836,50.3719,199.72,105.331,50.51,200.806,-65.0785,71.0334,39.2959,108.534,71.5798,36.794,-67.6979,-87.5689,36.23,106.42,-85.6502,35.7226
194,0,111.2,-68.5658,199.786,-70.0237,-69.5164,198.892,-66.2852,50.3775,199.723,105.315,50.514,200.786,-65.0686,71.0374,39.2726,108.556,71.5377,36.7672,-67.6954,-87.518,36.1761,106.422,-85.6138,35.7147
195,0,111.192,-68.588,199.764,-70.0079,-69.5001,198.909,-66.2866,50.3743,199.725,105.34,50.5248,200.79,-65.0633,71.0211,39.2817,108.534,71.5031,36.7491,-67.6803,-87.5644,36.2122,106.42,-85.6691,35.7873
196,0,111.189,-68.5898,199.774,-70.01,-69.4996,198.914,-66.2935,50.3671,199.728,105.327,50.4997,200.809,-65.0708,71.0266,39.2761,108.529,71.5437,36.7538,-67.6792,-87.5101,36.1627,106.431,-85.6209,35.7194
197,0,111.186,-68.613,199.785,-70.0178,-69.485,198.919,-66.2847,50.3558,199.722,105.336,50.5071,200.784,-65.0716,71.0102,39.2761,108.536,71.53,36.7669,-67.6885,-87.5387,36.1789,106.387,-85.6504,35.7607
198,0,111.194,-68.5914,199.768,-70.0143,-69.4891,198.914,-66.2797,50.3703,199.709,105.321,50.498,200.802,-65.0646,71.023,39.2827,108.509,71.5138,36.7591,-67.6779,-87.5653,36.2117,106.42,-85.61,35.7248
199,0,111.191,-68.5854,199.768,-70.0167,-69.5126,198.9,-66.2932,50.3722,199.719,105.336,50.521,200.797,-65.0724,71.0269,39.278,108.55,71.5598,36.788,-67.7039,-87.5477,36.1984,106.415,-85.6001,35.692
200,0,111.208,-68.6008,199.773,-70.0291,-69.5112,198.903,-66.2784,50.3573,199.725,105.327,50.5013,200.785,-65.0672,71.0792,39.3389,108.517,71.5723,36.7965,-67.6873,-87.5472,36.1978,106.401,-85.6446,35.7267
201,0,111.193,-68.5764,199.768,-70.0069,-69.4858,198.932,-66.2844,50.3646,199.732,105.338,50.5042,200.788,-65.0664,71.0955,39.3573,108.515,71.5521,36.7615,-67.6962,-87.5377,36.2018,106.427,-85.6706,35.7399
202,0,111.201,-68.5897,199.764,-70.0135,-69.5115,198.91,-66.2884,50.3886,199.732,105.321,50.5065,200.786,-65.0833,71.0081,39.2734,108.521,71.5177,36.7477,-67.6631,-87.5499,36.206,106.397,-85.6571,35.7591
203,0,111.19,-68.5811,199.766,-70.0047,-69.5173,198.925,-66.2668,50.3943,199.714,105.323,50.5381,200.782,-65.0579,71.0398,39.2984,108.518,71.5363,36.7551,-67.6768,-87.5436,36.1909,106.4,-85.6628,35.7513
204,0,111.197,-68.5641,199.757,-70.0197,-69.4812,198.902,-66.2923,50.3602,199.717,105.323,50.5075,200.786,-65.064,71.0028,39.2697,108.533,71.5542,36.7617,-67.7192,-87.5401,36.2228,106.406,-85.6554,35.7567
205,0,111.192,-68.6044,199.774,-70.0237,-69.4828,198.913,-66.2935,50.3971,199.735,105.33,50.504,200.801,-65.0694,71.0518,39.3206,108.529,71.5506,36.7659,-67.6947,-87.5328,36.1769,106.425,-85.6646,35.7577
206,0,111.186,-68.5864,199.744,-70.0087,-69.4835,198.907,-66.29,50.3809,199.711,105.324,50.503,200.785,-65.0669,71.0688,39.3024,108.533,71.5481,36.7549,-67.69,-87.5345,36.2007,106.408,-85.6108,35.7072
207,0,111.188,-68.5906,199.764,-70.0104,-69.4969,198.912,-66.2915,50.3698,199.727,105.329,50.5029,200.787,-65.0889,71.0539,39.3096,108.538,71.5267,36.7502,-67.7073,-87.5364,36.1825,106.388,-85.6604,35.7612
208,0,111.191,-68.5992,199.769,-70.0233,-69.4976,198.91,-66.2899,50.384,199.712,105.323,50.5118,200.79,-65.0687,71.0384,39.2953,108.523,71.5462,36.7466,-67.7015,-87.5236,36.2105,106.394,-85.6595,35.7496
209,0,111.189,-68.5751,199.775,-70.008,-69.4992,198.907,-66.2667,50.3862,199.727,105.332,50.5097,200.787,-65.0682,71.0895,39.3388,108.525,71.4908,36.7348,-67.7008,-87.4729,36.1499,106.432,-85.6208,35.7065
210,0,111.194,-68.6013,199.76,-70.0052,-69.4949,198.907,-66.2891,50.3823,199.726,105.301,50.5076,200.795,-65.0732,71.0219,39.2694,108.521,71.5226,36.7329,-67.6969,-87.5493,36.2288,106.405,-85.61,35.7253
211,0,111.183,-68.5902,199.77,-70.013,-69.4927,198.931,-66.2948,50.3667,199.716,105.326,50.5161,200.789,-65.0708,71.0339,39.2927,108.507,71.5043,36.7184,-67.6934,-87.537,36.2017,106.413,-85.5914,35.672
