Trajectories
100
,,benjamin:piedDroit1,,,benjamin:piedDroit2,,,benjamin:piedGauche1,,,benjamin:piedGauche2,,,benjamin:tibiaGauche2,,,benjamin:tibiaDroite2,,,benjamin:cuisseDroite2,,,benjamin:cuisseGauche2,,,benjamin:ventreGauche1,,,benjamin:torse2,,,benjamin:epauleDroite2,,,benjamin:epauleGauche2,,,benjamin:brasGauche2,,,benjamin:brasDroit2,,,benjamin:avantBrasDroit2,,,benjamin:avantBrasGauche2,,,benjamin:tete1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
49,0,-650.13,955.995,84.3739,-769.331,1018.3,136.269,-709.232,1202.89,133.941,-589.223,1202.23,83.5124,-670.722,1253.19,514.275,-721.514,1006.76,493.255,-655.492,1015.81,941.389,-682.177,1270.03,947.635,-647.64,1150.03,1155.91,-681.205,1147.92,1351.28,-718.152,917.446,1460.52,-824.03,1332.33,1458.48,-883.095,1404.3,1131.18,-750.196,819.934,1129.52,-703.24,922.649,905.265,-767.784,1440.09,920.314,-733.463,1138.2,1781.71
50,0,-650.118,956.011,84.3744,-769.467,1018.38,136.063,-709.199,1203.03,133.975,-589.248,1202.25,83.5935,-671.622,1253.78,514.55,-721.417,1007.06,493.187,-655.17,1016.34,941.328,-682.884,1270.38,947.557,-647.894,1150.44,1155.93,-681.483,1148.26,1351.33,-717.19,917.717,1460.63,-825.374,1331.96,1458.32,-884.368,1402.93,1130.88,-748.808,821.679,1129.01,-702.681,922.522,905.154,-769.163,1437.86,919.465,-733.546,1138.35,1781.69
51,0,-650.14,955.997,84.3545,-769.327,1018.51,136.039,-709.242,1203.18,134.005,-589.25,1202.25,83.5719,-672.301,1254.16,514.506,-721.353,1007.41,493.121,-654.903,1016.83,941.28,-683.591,1270.7,947.532,-648.133,1150.91,1156.01,-681.789,1148.55,1351.29,-716.354,917.715,1460.59,-826.573,1331.67,1458.22,-885.525,1401.38,1130.27,-747.203,821.927,1129.55,-701.879,922.808,905.357,-769.933,1436.22,919.746,-733.637,1138.56,1781.69
52,0,-650.129,956.015,84.375,-769.231,1018.59,136.007,-709.233,1203.35,134.02,-589.228,1202.29,83.6193,-672.954,1254.77,514.964,-721.243,1007.73,493.036,-654.725,1017.23,941.251,-684.379,1271.01,947.587,-648.36,1151.36,1156.01,-682.042,1148.92,1351.33,-715.753,917.339,1460.36,-827.763,1331.32,1458.09,-886.632,1399.64,1129.68,-745.885,820.623,1130.04,-701.049,923.267,905.735,-770.813,1433.88,919.103,-733.655,1138.76,1781.66
53,0,-650.094,956.059,84.4085,-769.121,1018.73,136.049,-709.3,1203.43,134.048,-589.226,1202.28,83.6564,-674.94,1254.87,514.238,-721.17,1008.02,493.01,-654.525,1017.64,941.212,-685.114,1271.29,947.599,-648.721,1151.83,1156.05,-682.342,1149.26,1351.35,-714.859,917.708,1460.44,-828.927,1331.01,1457.93,-887.775,1397.92,1129.17,-744.618,820.08,1130.19,-700.253,923.696,906.02,-771.993,1430.95,917.957,-733.709,1138.95,1781.65
54,0,-650.11,956.061,84.4152,-769.046,1018.87,136.107,-709.343,1203.52,134.075,-589.253,1202.28,83.6527,-675.823,1254.89,514.232,-721.137,1008.29,492.991,-654.406,1018.04,941.16,-685.814,1271.6,947.663,-649.025,1152.27,1156.07,-682.647,1149.62,1351.4,-714.125,918.093,1460.72,-830.021,1330.68,1457.75,-888.727,1396.2,1128.83,-743.457,820.662,1129.75,-699.424,924.123,906.278,-772.845,1428.11,917.18,-733.775,1139.21,1781.67
55,0,-650.111,956.069,84.4378,-769.006,1018.96,136.114,-709.349,1203.59,134.059,-589.255,1202.29,83.6415,-676.752,1255.15,514.299,-721.093,1008.55,492.954,-654.321,1018.36,941.105,-686.526,1271.88,947.747,-649.334,1152.66,1156.1,-682.903,1149.9,1351.36,-713.373,918.487,1460.82,-831.06,1330.37,1457.6,-889.675,1394.57,1128.33,-741.896,821.281,1129.82,-698.679,924.457,906.396,-773.647,1425.19,916.523,-733.825,1139.43,1781.66
56,0,-650.153,956.157,84.4739,-769.048,1019.12,136.125,-709.377,1203.7,134.108,-589.042,1201.84,83.5818,-677.812,1255.32,514.155,-721.028,1008.74,492.93,-654.233,1018.7,941.079,-687.205,1272.17,947.796,-649.539,1153.08,1156.13,-683.165,1150.23,1351.38,-712.566,918.882,1460.96,-832.039,1330.08,1457.39,-890.574,1392.67,1127.6,-740.923,821.969,1129.93,-698.129,924.561,906.474,-774.307,1422.23,915.934,-733.889,1139.72,1781.69
57,0,-650.151,956.187,84.5135,-769.006,1019.19,136.115,-709.434,1203.84,134.115,-589.05,1201.87,83.6026,-678.777,1255.44,514.108,-721.212,1008.78,492.929,-654.159,1019.04,941.055,-687.908,1272.44,947.789,-649.816,1153.39,1156.07,-683.434,1150.52,1351.36,-711.958,919.092,1461.07,-833.001,1329.73,1457.18,-891.369,1390.85,1127.07,-739.947,820.93,1130.33,-697.75,924.467,906.392,-774.894,1419.02,915.134,-733.98,1139.98,1781.73
58,0,-650.169,956.209,84.5437,-768.902,1019.27,136.139,-709.49,1203.94,134.133,-589.055,1201.85,83.6044,-679.833,1255.78,514.163,-721.281,1008.93,492.938,-654.109,1019.29,941.003,-688.676,1272.59,947.676,-650.092,1153.72,1156.04,-683.693,1150.77,1351.3,-711.25,919.354,1461.23,-833.82,1329.48,1457.02,-892.054,1389.08,1126.66,-738.826,819.734,1130.81,-697.195,924.625,906.448,-775.573,1415.48,914.222,-734.053,1140.18,1781.72
59,0,-650.181,956.228,84.5834,-768.911,1019.31,136.131,-709.497,1204.03,134.178,-589.061,1201.88,83.6268,-680.979,1256.12,514.134,-721.297,1009.04,492.918,-654.022,1019.59,940.982,-689.435,1272.82,947.692,-650.354,1154.04,1156.02,-683.922,1151,1351.26,-710.872,919.106,1461.04,-834.649,1329.19,1456.84,-892.776,1387.21,1126,-737.616,820.449,1130.46,-696.556,924.886,906.638,-776.143,1411.86,913.386,-734.12,1140.41,1781.74
60,0,-650.193,956.227,84.578,-768.832,1019.41,136.206,-709.546,1204.1,134.211,-589.087,1201.9,83.6658,-681.996,1256.34,514.077,-721.352,1009.21,492.916,-654.028,1019.86,940.926,-690.133,1273.05,947.683,-650.682,1154.31,1155.92,-684.17,1151.17,1351.19,-710.394,919.083,1461.04,-835.4,1328.91,1456.68,-893.326,1385.46,1125.44,-736.826,821.231,1130.22,-696.068,925.093,906.677,-776.662,1408.1,912.732,-734.245,1140.61,1781.75
61,0,-650.198,956.274,84.61,-768.793,1019.46,136.207,-709.546,1204.18,134.213,-589.091,1201.89,83.6677,-683.012,1256.43,513.938,-721.396,1009.35,492.907,-654.035,1020.1,940.892,-690.865,1273.29,947.698,-650.966,1154.65,1155.91,-684.391,1151.33,1351.13,-709.768,919.312,1461.18,-836.093,1328.66,1456.48,-893.92,1383.64,1124.9,-736.12,821.935,1130.12,-695.558,925.447,906.81,-777.024,1404.23,911.696,-734.313,1140.76,1781.71
62,0,-650.184,956.287,84.6865,-768.779,1019.54,136.218,-709.577,1204.26,134.268,-589.093,1201.9,83.6938,-684.084,1256.64,513.841,-721.442,1009.49,492.925,-654.107,1020.29,940.794,-691.503,1273.46,947.663,-651.252,1154.93,1155.89,-684.62,1151.47,1351.07,-709.195,919.53,1461.25,-836.747,1328.45,1456.31,-894.333,1381.9,1124.38,-735.158,821.962,1130.37,-695.155,925.781,906.908,-777.356,1400.43,911.138,-734.424,1140.89,1781.67
63,0,-650.203,956.311,84.7318,-768.715,1019.6,136.216,-709.611,1204.33,134.318,-589.098,1201.92,83.7338,-685.191,1256.91,513.806,-721.502,1009.61,492.891,-654.172,1020.5,940.762,-692.159,1273.62,947.574,-650.683,1155.94,1156.32,-684.832,1151.6,1351,-708.604,919.735,1461.36,-837.338,1328.25,1456.14,-894.812,1380.06,1123.83,-734.36,821.044,1130.72,-694.831,926.113,906.992,-777.759,1396.46,910.205,-734.468,1141.09,1781.66
64,0,-650.215,956.345,84.7693,-768.675,1019.65,136.203,-709.669,1204.46,134.354,-589.102,1201.93,83.7391,-686.412,1257.2,513.724,-721.616,1009.71,492.872,-654.252,1020.7,940.704,-692.755,1273.85,947.565,-651.755,1155.39,1155.73,-685.022,1151.81,1351.01,-708.098,919.893,1461.43,-837.923,1328.04,1455.98,-895.106,1378.39,1123.52,-733.732,820.326,1130.97,-694.566,926.419,907.01,-778.188,1392.36,909.373,-734.504,1141.24,1781.64
65,0,-650.218,956.403,84.8644,-768.663,1019.72,136.218,-709.732,1204.55,134.418,-589.109,1201.96,83.7611,-687.462,1257.44,513.618,-721.74,1009.82,492.815,-654.365,1020.86,940.637,-693.359,1274.05,947.529,-652.045,1155.62,1155.61,-685.211,1151.96,1350.93,-707.674,919.916,1461.43,-838.449,1327.84,1455.8,-895.446,1376.59,1122.9,-733.002,820.614,1130.89,-694.307,926.851,907.188,-778.602,1388.22,908.415,-734.531,1141.37,1781.63
66,0,-650.239,956.402,84.8723,-768.648,1019.8,136.216,-709.79,1204.65,134.411,-589.12,1201.97,83.7738,-688.558,1257.57,513.436,-721.816,1009.95,492.832,-654.45,1021.05,940.613,-694.145,1274.04,947.236,-652.427,1155.78,1155.51,-685.383,1152.14,1350.93,-706.898,920.213,1461.59,-838.935,1327.71,1455.65,-895.781,1374.88,1122.32,-732.541,821.318,1130.67,-694.106,927.244,907.297,-778.994,1384.25,907.672,-734.516,1141.51,1781.6
67,0,-650.189,956.397,84.9219,-768.606,1019.83,136.229,-709.974,1204.82,134.581,-589.136,1201.96,83.7815,-689.782,1257.59,513.099,-721.945,1010.04,492.798,-654.578,1021.22,940.561,-694.853,1274.11,947.076,-651.785,1156.87,1156.17,-685.569,1152.24,1350.84,-706.418,920.456,1461.71,-839.365,1327.6,1455.5,-895.979,1373.29,1121.96,-731.609,819.227,1131.6,-694.065,927.452,907.298,-779.187,1380.47,907.177,-734.455,1141.66,1781.55
68,0,-650.2,956.422,84.9781,-768.617,1019.88,136.277,-709.937,1204.87,134.6,-589.131,1201.99,83.8547,-690.81,1258.16,513.484,-722.06,1010.1,492.765,-654.715,1021.4,940.509,-695.608,1274.07,946.852,-652.419,1156.65,1155.84,-685.753,1152.37,1350.81,-706.113,920.568,1461.68,-839.729,1327.47,1455.35,-896.176,1371.6,1121.46,-731.785,821.892,1130.71,-694.067,927.706,907.28,-779.437,1376.62,906.261,-734.413,1141.8,1781.56
69,0,-650.266,956.469,85.0313,-768.645,1019.97,136.281,-710.016,1205,134.62,-589.158,1201.99,83.8635,-691.726,1258.55,513.523,-722.182,1010.13,492.704,-654.884,1021.57,940.47,-696.214,1274.21,946.783,-652.695,1156.83,1155.79,-685.879,1152.49,1350.75,-706.055,920.652,1461.64,-840.093,1327.36,1455.18,-896.378,1370.12,1121.15,-731.367,821.999,1130.76,-694.143,927.988,907.308,-779.848,1372.64,904.921,-734.307,1141.94,1781.55
70,0,-650.294,956.521,85.1499,-768.625,1020.08,136.306,-710.107,1205.1,134.687,-589.167,1202.01,83.9014,-692.936,1258.53,513.088,-722.4,1010.17,492.721,-655.048,1021.77,940.435,-696.908,1274.27,946.742,-653.619,1156.36,1155.24,-686.038,1152.6,1350.69,-706.188,920.174,1461.36,-840.411,1327.26,1455.01,-896.542,1368.51,1120.78,-731.087,822.055,1130.78,-694.249,928.166,907.215,-780.251,1369.5,904.785,-734.191,1142.05,1781.5
71,0,-650.357,956.544,85.2355,-768.649,1020.14,136.357,-710.171,1205.18,134.696,-589.155,1202.01,83.9091,-693.866,1258.81,513.046,-722.557,1010.24,492.721,-655.254,1021.9,940.383,-697.484,1274.46,946.796,-653.851,1156.49,1155.18,-686.199,1152.68,1350.62,-705.884,920.352,1461.4,-840.705,1327.14,1454.81,-896.765,1366.85,1120.28,-730.2,819.716,1131.52,-694.375,928.45,907.255,-780.369,1366.12,903.761,-734.102,1142.21,1781.51
72,0,-650.397,956.576,85.2833,-768.652,1020.25,136.356,-710.226,1205.29,134.736,-589.153,1202.06,83.9944,-694.968,1259.06,513.036,-722.512,1010.44,492.723,-655.477,1022.05,940.371,-697.998,1274.57,946.747,-653.484,1157.14,1155.47,-686.33,1152.74,1350.56,-705.749,920.365,1461.36,-840.935,1327.07,1454.65,-896.932,1365.28,1119.86,-730.124,819.93,1131.5,-694.518,928.669,907.224,-780.919,1363.72,903.652,-733.956,1142.25,1781.45
73,0,-650.43,956.554,85.3192,-768.629,1020.32,136.386,-710.329,1205.42,134.816,-589.33,1202.43,84.1172,-695.826,1259.44,513.129,-722.676,1010.47,492.717,-655.724,1022.14,940.312,-698.53,1274.7,946.708,-653.703,1157.25,1155.4,-686.462,1152.75,1350.48,-705.624,920.43,1461.38,-841.092,1327.01,1454.51,-897.036,1363.69,1119.54,-730.068,819.963,1131.47,-694.704,928.811,907.13,-781.225,1361.81,903.066,-733.848,1142.34,1781.43
74,0,-650.471,956.588,85.4066,-768.647,1020.57,136.611,-710.389,1205.53,134.825,-589.352,1202.46,84.1369,-696.82,1259.52,513.005,-722.82,1010.54,492.736,-655.929,1022.24,940.241,-698.994,1274.83,946.693,-654.631,1156.73,1154.95,-686.557,1152.72,1350.4,-705.598,920.344,1461.3,-841.224,1326.99,1454.42,-897.203,1362,1119.18,-730.139,820.098,1131.43,-694.898,928.959,907.113,-781.878,1360.26,902.265,-733.651,1142.38,1781.35
75,0,-650.506,956.653,85.4966,-768.689,1020.52,136.443,-710.438,1205.58,134.861,-589.352,1202.46,84.2134,-697.3,1259.8,513.106,-723.004,1010.55,492.725,-656.185,1022.32,940.235,-699.401,1274.94,946.684,-654.255,1157.34,1155.24,-686.623,1152.72,1350.31,-705.532,920.416,1461.29,-841.325,1326.91,1454.29,-897.454,1360.51,1118.98,-730.251,820.205,1131.37,-695.096,929.151,907.179,-782.44,1359.8,902.034,-733.452,1142.44,1781.32
76,0,-650.526,956.705,85.5717,-768.683,1020.6,136.489,-710.51,1205.64,134.845,-589.394,1202.47,84.286,-698.172,1259.83,512.921,-723.198,1010.56,492.706,-656.447,1022.39,940.226,-699.808,1274.96,946.596,-654.489,1157.38,1155.2,-686.71,1152.72,1350.27,-705.532,920.376,1461.25,-841.392,1326.9,1454.22,-897.774,1359.1,1118.8,-730.457,820.271,1131.36,-695.371,929.346,907.187,-783.15,1359.77,901.752,-733.199,1142.52,1781.27
77,0,-650.538,956.795,85.7208,-768.742,1020.68,136.467,-710.5,1205.72,134.903,-589.401,1202.51,84.3805,-698.826,1259.76,512.701,-723.77,1010.5,492.831,-656.739,1022.4,940.232,-700.197,1274.97,946.494,-654.795,1157.32,1155.07,-686.752,1152.68,1350.22,-705.557,920.353,1461.25,-841.454,1326.85,1454.13,-898.191,1357.91,1118.68,-730.852,820.44,1131.28,-695.675,929.369,907.112,-783.952,1360.16,901.502,-732.893,1142.62,1781.23
78,0,-650.575,956.849,85.8038,-768.734,1020.72,136.521,-710.565,1205.76,134.936,-589.425,1202.55,84.4719,-699.488,1259.84,512.705,-724.025,1010.57,492.8,-657.02,1022.39,940.229,-700.54,1274.92,946.38,-655.042,1157.27,1155.01,-686.845,1152.61,1350.17,-705.716,920.212,1461.16,-841.464,1326.87,1454.09,-898.564,1357.15,1118.78,-731.763,822.424,1130.53,-696.086,929.339,907.115,-784.803,1360.85,901.373,-732.518,1142.69,1781.21
79,0,-650.593,956.919,85.9033,-768.852,1020.78,136.452,-710.593,1205.81,134.927,-589.497,1202.53,84.481,-700.047,1259.92,512.715,-724.021,1010.64,492.787,-657.281,1022.41,940.274,-700.917,1274.85,946.231,-655.304,1157.15,1154.89,-686.89,1152.48,1350.09,-705.874,920.165,1461.14,-841.418,1326.86,1454.07,-898.995,1356.78,1118.91,-731.691,820.501,1131.15,-696.583,929.076,906.865,-785.453,1361.75,901.378,-732.095,1142.74,1781.17
80,0,-650.66,957.006,85.9878,-768.88,1020.87,136.479,-710.638,1205.88,134.982,-589.494,1202.6,84.619,-700.644,1260.04,512.68,-724.339,1010.63,492.753,-657.655,1022.38,940.283,-701.306,1274.82,946.162,-655.528,1157.04,1154.81,-686.981,1152.3,1350,-706.122,919.976,1461.07,-841.332,1326.87,1454.08,-899.434,1356.82,1119.08,-732.115,820.26,1131.08,-697.133,928.758,906.699,-786.151,1362.63,901.247,-731.665,1142.88,1781.22
81,0,-650.677,957.07,86.146,-768.939,1020.96,136.507,-710.66,1205.94,135.027,-589.544,1202.63,84.6553,-701.068,1260.16,512.727,-724.709,1010.68,492.707,-658.204,1022.21,940.251,-701.949,1274.29,945.64,-655.723,1156.91,1154.68,-687.084,1152.14,1349.95,-706.119,920.232,1461.25,-841.19,1326.89,1454.09,-899.856,1357.15,1119.14,-732.622,820.008,1131.1,-697.793,928.278,906.428,-786.722,1363.78,901.434,-731.281,1142.96,1781.25
82,0,-650.716,957.127,86.2854,-768.959,1021.06,136.567,-710.715,1205.97,135.022,-589.587,1202.65,84.7018,-701.353,1260.3,512.798,-725.053,1010.73,492.688,-658.645,1022.16,940.232,-702.027,1274.5,945.781,-656.5,1156.25,1154.23,-687.19,1151.89,1349.85,-706.443,920.04,1461.19,-840.995,1326.92,1454.14,-900.228,1357.81,1119.37,-733.16,819.701,1131.14,-698.257,928.102,906.503,-787.289,1364.96,901.628,-730.742,1142.94,1781.19
83,0,-650.763,957.177,86.4028,-769.041,1021.1,136.574,-710.751,1206.01,135.026,-589.615,1202.71,84.7869,-701.777,1260.17,512.68,-725.397,1010.75,492.626,-658.913,1022.48,940.538,-702.23,1274.46,945.722,-656.676,1156.02,1154.09,-687.266,1151.58,1349.72,-706.552,919.935,1461.24,-840.716,1326.93,1454.22,-900.508,1358.71,1119.59,-733.674,819.486,1131.17,-698.72,927.887,906.581,-787.816,1366.07,901.67,-730.073,1142.9,1781.09
84,0,-650.778,957.312,86.5875,-769.22,1021.26,136.559,-710.729,1206.06,135.044,-589.629,1202.76,84.8594,-701.841,1260.17,512.67,-725.654,1010.79,492.593,-659.333,1022.25,940.385,-702.363,1274.48,945.778,-656.8,1155.83,1153.99,-687.361,1151.3,1349.61,-707.172,919.592,1461.14,-840.344,1327.03,1454.33,-900.63,1359.82,1119.87,-734.043,819.496,1131.11,-699.113,927.694,906.635,-788.226,1367.29,901.914,-729.394,1142.79,1780.96
85,0,-650.787,957.42,86.7235,-769.274,1021.38,136.573,-710.807,1206.04,135.046,-589.673,1202.78,84.8784,-701.977,1260.15,512.66,-725.909,1010.81,492.649,-659.77,1022.15,940.391,-702.422,1274.5,945.874,-656.917,1155.58,1153.88,-687.427,1151.02,1349.49,-708.03,919.181,1460.89,-839.848,1327.17,1454.49,-900.627,1361.14,1120.33,-734.86,819.224,1130.89,-699.458,927.54,906.761,-788.594,1368.81,902.42,-728.621,1142.81,1780.88
86,0,-650.823,957.456,86.7589,-769.19,1021.36,136.618,-710.779,1206.07,135.052,-589.71,1202.82,84.9412,-701.984,1260.15,512.708,-726.133,1010.82,492.566,-660.199,1022.04,940.416,-702.478,1274.4,945.808,-657.031,1155.26,1153.72,-687.451,1150.74,1349.35,-708.67,918.818,1460.74,-839.283,1327.34,1454.65,-900.602,1362.54,1120.69,-735.815,818.714,1130.82,-699.739,927.417,906.99,-788.918,1370.03,902.539,-727.759,1142.76,1780.83
87,0,-650.821,957.506,86.8119,-769.206,1021.43,136.623,-710.825,1206.12,135.093,-589.733,1202.83,84.969,-701.914,1260.04,512.678,-726.336,1010.79,492.599,-660.605,1021.96,940.478,-702.451,1274.34,945.843,-657.101,1154.94,1153.59,-687.479,1150.47,1349.22,-709.344,918.605,1460.67,-838.667,1327.47,1454.78,-900.472,1364.03,1121.12,-736.686,818.037,1131,-700.048,927.19,907.141,-789.099,1371.67,902.801,-726.872,1142.86,1780.85
88,0,-650.792,957.548,86.8176,-769.187,1021.45,136.636,-710.857,1206.07,135.063,-589.724,1202.84,85.0154,-701.812,1259.95,512.666,-726.453,1010.73,492.566,-661.025,1021.79,940.531,-702.367,1274.2,945.833,-657.123,1154.61,1153.41,-687.479,1150.25,1349.18,-709.919,918.777,1460.81,-837.88,1327.78,1455,-900.162,1365.61,1121.53,-737.931,817.312,1131.35,-700.537,926.772,907.1,-789.231,1373.49,903.165,-725.839,1142.86,1780.9
89,0,-650.786,957.634,86.8458,-769.186,1021.48,136.633,-710.839,1206.08,135.065,-589.754,1202.84,85.0166,-701.662,1259.85,512.67,-726.62,1010.59,492.566,-661.476,1021.63,940.638,-702.209,1274.03,945.85,-657.296,1154.14,1153.11,-687.493,1149.96,1349.09,-710.943,918.397,1460.58,-837.121,1328,1455.12,-899.852,1367.06,1121.89,-739.353,818.306,1131.26,-701.419,925.99,906.904,-789.476,1375.2,903.234,-724.624,1142.49,1780.71
90,0,-650.784,957.629,86.8146,-769.176,1021.48,136.642,-710.861,1206.1,135.054,-589.77,1202.85,85.0416,-701.468,1259.74,512.662,-726.841,1010.38,492.623,-661.964,1021.45,940.775,-702.008,1273.88,945.908,-657.418,1153.8,1153.07,-687.509,1149.72,1349.05,-711.622,918.758,1460.85,-836.261,1328.35,1455.33,-899.457,1368.59,1122.3,-741.011,821.266,1130,-702.417,925.155,906.662,-789.754,1377.19,903.501,-723.248,1142.19,1780.61
91,0,-650.771,957.653,86.8243,-769.165,1021.48,136.647,-710.84,1206.15,135.076,-589.751,1202.87,85.0634,-701.028,1259.66,512.73,-726.992,1010.22,492.724,-662.536,1021.14,940.836,-701.723,1273.64,945.913,-657.546,1153.39,1152.99,-687.538,1149.46,1349.02,-712.612,918.516,1460.77,-835.359,1328.78,1455.48,-899.006,1370.16,1122.74,-742.197,819.925,1130.13,-703.177,924.736,906.834,-789.868,1379.33,903.737,-721.924,1142.13,1780.56
92,0,-650.778,957.619,86.8169,-769.163,1021.48,136.654,-710.825,1206.15,135.088,-589.763,1202.9,85.1055,-700.67,1259.52,512.718,-727.18,1010,492.834,-663.297,1020.57,940.793,-701.343,1273.47,946.027,-657.704,1152.93,1152.86,-687.534,1149.21,1349,-713.723,918.119,1460.65,-834.421,1329.18,1455.64,-898.558,1371.69,1123.16,-743.818,818.779,1130.91,-703.765,924.484,907.022,-789.934,1381.66,903.802,-720.385,1141.89,1780.42
93,0,-650.772,957.608,86.789,-769.154,1021.45,136.669,-710.81,1206.11,135.048,-589.787,1202.89,85.0973,-700.251,1259.38,512.649,-727.527,1009.58,492.892,-663.958,1020.13,940.847,-700.953,1273.22,946.083,-657.803,1152.48,1152.83,-687.542,1148.88,1348.95,-714.821,917.573,1460.42,-833.406,1329.69,1455.77,-897.953,1373.24,1123.59,-745.206,819.799,1130.81,-704.32,924.232,907.305,-790.083,1383.95,904.127,-718.702,1141.63,1780.27
94,0,-650.746,957.631,86.8013,-769.161,1021.43,136.649,-710.863,1206.08,135.056,-589.817,1202.87,85.0688,-699.848,1259.25,512.572,-727.501,1009.43,492.968,-664.449,1019.86,941.081,-700.461,1272.92,946.119,-657.908,1151.97,1152.8,-687.554,1148.5,1348.91,-716.201,917.332,1460.59,-832.379,1330.18,1455.83,-897.466,1374.7,1123.75,-746.588,820.91,1130.45,-705.373,923.482,907.213,-789.958,1386.25,904.102,-716.981,1141.47,1780.11
95,0,-650.727,957.616,86.7595,-769.159,1021.45,136.648,-710.887,1206.1,135.057,-589.797,1202.88,85.0988,-699.487,1259.11,512.506,-727.644,1009.08,493.016,-665.161,1019.37,941.256,-699.921,1272.57,946.112,-658.021,1151.36,1152.76,-687.523,1148.15,1348.91,-717.242,917.894,1461.07,-831.24,1330.76,1455.89,-896.756,1376.34,1124.11,-748.469,818.657,1131.36,-706.795,922.456,907.048,-789.935,1388.61,904.245,-715.002,1141.11,1779.81
96,0,-650.728,957.573,86.7335,-769.156,1021.41,136.648,-710.879,1206.14,135.029,-589.803,1202.9,85.1278,-699.052,1258.96,512.457,-727.696,1008.71,493.151,-665.75,1018.91,941.474,-699.325,1272.19,946.086,-657.975,1150.82,1152.82,-687.496,1147.65,1348.85,-718.837,917.637,1461.05,-829.996,1331.35,1455.93,-896.016,1377.93,1124.45,-750.392,818.335,1131.58,-707.89,921.923,907.245,-789.673,1390.76,904.328,-713.045,1140.85,1779.58
97,0,-650.721,957.565,86.7032,-769.222,1021.42,136.618,-710.844,1206.16,135.069,-589.785,1202.89,85.1355,-698.587,1258.82,512.444,-727.902,1008.2,493.302,-666.356,1018.33,941.656,-698.644,1271.69,945.923,-657.979,1150.17,1152.84,-687.433,1147.19,1348.84,-720.427,917.212,1461.05,-828.674,1331.92,1455.89,-895.197,1379.55,1124.74,-751.634,819.022,1131.95,-708.64,921.843,907.697,-789.338,1392.72,903.637,-711.07,1141.16,1779.53
98,0,-650.718,957.516,86.6244,-769.138,1021.35,136.628,-710.873,1206.09,135.029,-589.787,1202.89,85.14,-698.112,1258.64,512.414,-728.011,1007.72,493.463,-667.052,1017.6,941.833,-697.918,1271.12,945.734,-657.939,1149.39,1152.85,-687.376,1146.67,1348.82,-721.864,917.397,1461.37,-827.2,1332.52,1455.79,-894.257,1381.17,1124.84,-754.171,817.713,1132.52,-709.531,921.657,908.05,-788.745,1395.65,904.577,-708.766,1140.18,1779.02
99,0,-650.712,957.497,86.5912,-769.24,1021.37,136.576,-710.847,1206.12,135.026,-589.776,1202.91,85.1583,-697.656,1258.41,512.414,-728.165,1007.22,493.599,-667.79,1016.86,942.019,-697.042,1270.58,945.713,-657.762,1148.59,1152.88,-687.274,1146.06,1348.73,-723.807,916.966,1461.39,-825.571,1333.16,1455.71,-893.273,1382.78,1124.99,-755.273,816.095,1133.22,-711.228,920.672,907.887,-788.473,1397.49,904.287,-706.47,1139.64,1778.62
100,0,-650.726,957.407,86.4922,-769.223,1021.3,136.577,-710.846,1206.06,135.01,-589.794,1202.86,85.0994,-697.14,1258.09,512.264,-728.322,1006.73,493.72,-668.55,1016.11,942.22,-696.196,1270.01,945.654,-657.629,1147.7,1152.86,-687.158,1145.5,1348.73,-725.526,916.693,1461.67,-823.791,1333.84,1455.58,-892.111,1384.27,1125.16,-758.725,818.975,1132.03,-712.816,919.95,907.748,-787.683,1399.4,904.582,-704.138,1139.13,1778.19
101,0,-650.711,957.37,86.4656,-769.23,1021.23,136.609,-710.827,1206.06,135.006,-589.77,1202.87,85.0908,-696.453,1257.77,512.103,-728.486,1006.28,493.779,-669.273,1015.37,942.449,-695.186,1269.42,945.528,-657.536,1146.92,1152.84,-687.034,1144.86,1348.67,-726.069,916.432,1461.96,-821.844,1334.49,1455.42,-890.791,1385.86,1125.44,-761.269,818.028,1132.39,-713.674,919.838,908.195,-786.919,1401.01,904.635,-701.716,1138.55,1777.68
102,0,-650.715,957.301,86.3517,-769.203,1021.18,136.603,-710.87,1206.04,134.977,-589.802,1202.82,85.031,-696.119,1257.37,511.884,-728.687,1005.95,493.77,-670.12,1014.55,942.737,-694.17,1268.82,945.467,-657.319,1145.98,1152.8,-686.864,1144.16,1348.56,-729.115,915.902,1462.15,-819.782,1335.15,1455.31,-889.41,1387.53,1125.53,-763.678,819.251,1131.9,-715.023,919.393,908.545,-785.902,1403.13,904.776,-699.386,1138.05,1777.24
