Trajectories
100
,,Saut:11,,,Saut:12,,,Saut:21,,,Saut:22,,,Saut:32,,,Saut:42,,,Saut:52,,,Saut:62,,,Saut:72,,,Saut:81,,,Saut:112,,,Saut:131,,,Saut:151,,,Saut:161,,,Saut:171,,,Saut:181,,,Saut:192,,,Saut:212,,,Saut:231,,,Saut:242,,,Saut:251,,,Saut:271,,,Saut:282,,,Saut:291,,,Saut:312,,,Saut:332,,,Saut:352,,,Saut:361,,,Saut:371,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
135,0,-342.638,264.507,51.5077,-147.26,334.475,64.1142,-281.557,-94.2945,78.5993,-97.8576,-120.421,85.2318,-311.001,293.992,184.864,-281.697,-103.025,202.117,-229.703,310.049,547.494,-202.442,-82.5775,541.913,-153.832,125.245,929.722,-420.069,119.112,973.2,-253.415,324.014,1023.25,-295.432,-28.736,1088.37,-265.618,-40.9041,1454.17,-134.752,1.38737,1446.45,-259.23,367.561,1438.76,-138.342,330.293,1404.81,-292.864,-138.664,1202.62,-256.916,437.575,1121.67,-204.394,-130.377,943.797,-102.573,-200.433,898.221,-188.196,-219.81,875.243,-143.911,401.707,894.149,-114.991,497.473,816.811,-33.9873,465.523,868.188,-292.782,161.579,1487.43,-119.037,167.056,1393.25,-202.673,147.236,1691.18,-67.8801,126.044,1635.74,-118.85,283.086,1622.51
136,0,-342.679,264.438,51.3746,-147.329,334.438,64.119,-286.836,-94.1638,79.1754,-103.191,-119.454,84.6671,-311.318,293.966,184.736,-286.348,-102.848,202.623,-230.669,309.91,547.484,-203.848,-82.0285,541.468,-154.238,125.531,929.947,-420.546,118.469,972.993,-255.132,323.481,1023.33,-296.098,-28.8864,1088.18,-267.511,-41.2876,1454.33,-136.524,1.26666,1446.89,-261.611,366.595,1438.51,-140.515,330.367,1405.15,-294.363,-138.656,1202.51,-259.871,434.832,1121.15,-204.589,-128.584,943.992,-101.567,-196.988,898.823,-186.445,-217.626,875.223,-149.111,398.272,893.205,-121.324,493.799,815.028,-39.9753,462.299,866.42,-294.966,160.892,1487.61,-120.851,166.736,1393.75,-205.001,147.213,1691.51,-70.4748,125.256,1636.31,-120.649,282.433,1622.34
137,0,-342.7,264.568,51.462,-147.38,334.469,64.1411,-292.308,-94.1952,79.9537,-108.571,-118.2,84.326,-311.572,294.023,184.668,-291.362,-101.18,201.281,-231.458,310.008,547.658,-205.73,-81.6428,540.89,-154.549,125.606,930.05,-420.876,117.766,972.793,-256.157,323.348,1023.33,-296.775,-29.1877,1087.99,-269.261,-41.9756,1454.5,-138.185,0.671608,1447.38,-264.31,366.224,1438.81,-143.025,330,1405.37,-295.648,-138.8,1202.35,-263.485,432.288,1121.11,-204.383,-126.935,944.268,-100.398,-194.219,899.404,-185.038,-215.546,875.164,-153.733,392.581,893.04,-127.999,490.174,813.035,-45.8486,458.01,863.414,-297.01,160.113,1487.58,-122.51,166.569,1394.29,-207.62,146.363,1692.07,-72.91,125.566,1636.49,-123.98,282.444,1623.33
138,0,-342.73,264.573,51.4154,-147.443,334.591,64.2837,-297.954,-93.3464,79.5702,-114.004,-117.114,83.4975,-311.756,294.2,184.792,-295.602,-101.011,201.569,-232.113,310.139,547.895,-207.397,-81.7657,540.767,-154.839,125.603,930.077,-420.691,116.76,972.536,-257.784,322.557,1023.32,-297.205,-29.7442,1087.69,-270.829,-42.7939,1454.52,-139.687,0.148685,1447.79,-266.904,364.871,1438.56,-145.4,329.635,1405.73,-296.672,-139.333,1202.17,-267.123,429.567,1120.82,-204.007,-125.419,944.396,-99.2306,-191.783,899.555,-183.725,-213.503,874.772,-157.564,384.042,894.119,-134.977,486.701,811.431,-52.602,454.785,861.098,-299.179,159.444,1487.51,-124.242,165.701,1394.74,-209.951,146.374,1692.32,-74.998,124.131,1637.25,-125.106,281.37,1622.9
139,0,-342.77,264.565,51.3867,-147.437,334.576,64.3269,-303.24,-92.5696,79.2971,-118.989,-115.309,82.8386,-311.913,294.258,184.735,-299.796,-100.778,202.214,-232.543,310.403,548.107,-209.252,-81.3958,540.283,-155.106,125.538,930.1,-420.866,115.88,972.26,-259,322.175,1023.32,-297.482,-30.517,1087.35,-272.268,-43.9086,1454.51,-141.02,-0.527741,1448.14,-269.777,364.301,1438.83,-147.867,329.247,1405.97,-297.386,-139.964,1201.89,-270.929,426.951,1120.68,-203.778,-124.386,944.444,-98.4199,-189.934,899.725,-182.713,-212.044,874.408,-164.821,381.01,892.338,-142.261,483.555,809.813,-59.5514,450.786,857.891,-301.228,158.436,1487.4,-125.804,165.543,1395.25,-212.421,145.386,1692.73,-77.6435,124.121,1637.49,-128.286,281.087,1623.68
140,0,-342.772,264.572,51.3638,-147.456,334.61,64.3245,-306.833,-93.9737,82.0781,-123.906,-113.447,82.026,-311.961,294.333,184.781,-304.303,-101.479,202.886,-232.749,310.666,548.277,-210.911,-81.2046,539.633,-155.356,125.369,930.099,-421.652,115.312,971.937,-260.276,321.543,1023.3,-297.904,-31.1529,1087.01,-273.489,-44.9735,1454.39,-142.296,-1.50955,1448.44,-272.601,363.214,1438.98,-150.427,328.524,1406.23,-297.819,-141.009,1201.71,-274.821,424.433,1120.7,-203.721,-123.571,944.36,-98.0081,-188.33,899.477,-181.908,-210.726,873.727,-170.288,378.437,891.854,-149.926,480.732,808.276,-66.3372,449.262,856.368,-303.134,157.281,1487.18,-127.674,165.036,1395.72,-214.992,144.045,1693.05,-79.9594,123.018,1638.1,-130.737,279.974,1624.46
141,0,-342.797,264.57,51.3075,-147.468,334.657,64.3107,-312.831,-91.6078,78.9307,-128.908,-111.863,81.125,-312.013,294.383,184.788,-308.559,-100.617,202.333,-232.849,310.912,548.448,-212.849,-81.1715,539.119,-155.578,125.157,930.013,-421.848,114.496,971.596,-262.063,320.516,1023.31,-297.962,-32.1785,1086.62,-274.548,-46.3995,1454.21,-143.238,-2.47517,1448.8,-275.489,361.721,1439.03,-153.047,327.935,1406.48,-298.046,-142.402,1201.42,-278.953,421.361,1120.48,-203.613,-123.123,944.103,-97.3687,-186.976,899.017,-181.11,-209.797,872.921,-176.971,375.536,890.543,-157.856,477.704,806.872,-73.7172,446.654,853.696,-304.926,155.377,1486.82,-129.167,164.213,1396.03,-217.119,143.669,1693,-82.1867,122.197,1638.32,-132.711,279.076,1623.56
142,0,-342.811,264.62,51.384,-147.496,334.656,64.273,-317.637,-91.7444,79.4973,-133.517,-109.895,79.7319,-311.993,294.363,184.777,-312.787,-100.481,202.518,-232.862,311.118,548.624,-214.741,-81.0663,538.302,-155.698,124.82,929.898,-422.079,113.739,971.148,-264.34,318.768,1023.3,-297.981,-33.2503,1086.07,-275.386,-47.8842,1453.86,-144.264,-3.64213,1448.87,-278.283,359.14,1438.74,-155.651,327.038,1406.73,-298.062,-144.006,1201.07,-283.124,418.922,1120.66,-203.512,-123.189,943.705,-96.8991,-186.24,898.424,-180.346,-209.447,872.026,-183.264,373.269,889.871,-166.115,475.259,805.512,-81.2206,445.216,851.823,-306.893,153.54,1486.88,-130.75,163.389,1396.33,-219.867,142.24,1693.16,-84.3294,120.807,1638.79,-135.173,277.663,1623.9
143,0,-342.811,264.559,51.3353,-147.494,334.682,64.204,-322.246,-91.3506,78.8543,-138.044,-108.165,78.8782,-311.951,294.319,184.654,-316.792,-100.484,202.269,-232.796,311.231,548.73,-216.663,-80.7854,537.145,-155.799,124.428,929.75,-422.374,112.89,970.692,-265.986,317.635,1023.27,-297.646,-34.719,1085.34,-276.102,-49.7216,1453.35,-145.115,-4.74954,1448.78,-281.374,357.541,1438.94,-158.454,326.153,1406.95,-297.685,-146.098,1200.74,-287.489,415.897,1120.76,-203.365,-124.053,943.32,-96.2051,-186.14,897.945,-179.592,-210.004,871.348,-189.753,371.233,889.052,-174.667,473.35,804.57,-88.7201,444.065,850.061,-308.659,151.777,1486.39,-132.39,162.547,1396.58,-222.318,139.974,1693.32,-86.8937,119.978,1638.99,-138.544,276.499,1625.03
144,0,-342.813,264.634,51.3835,-147.481,334.723,64.2012,-326.682,-90.1456,77.4397,-142.449,-106.297,77.6209,-311.92,294.4,184.723,-320.735,-99.7112,201.094,-232.711,311.246,548.862,-218.881,-81.1025,536.44,-155.882,123.861,929.526,-422.532,111.974,970.136,-267.871,316.183,1023.26,-297.12,-36.4464,1084.5,-276.636,-51.6133,1452.74,-145.958,-5.75088,1448.47,-284.555,355.762,1439.13,-161.057,325.307,1407.19,-297.012,-148.12,1200.16,-291.943,413.261,1120.93,-203.713,-125.261,942.289,-95.7475,-185.834,896.79,-178.867,-211.029,870.243,-196.292,369.237,888.381,-183.368,471.215,803.469,-96.8446,443.231,848.202,-310.394,149.369,1486.1,-133.969,161.702,1396.77,-224.453,138.486,1693.35,-88.8259,117.929,1639.36,-140.205,274.515,1624.57
145,0,-342.782,264.655,51.3883,-147.437,334.727,64.1046,-331.032,-89.7752,77.1031,-146.641,-104.771,76.7044,-311.893,294.374,184.721,-324.738,-99.442,200.226,-232.618,311.213,548.968,-221.061,-80.6473,534.992,-156.031,123.191,929.277,-422.745,110.99,969.484,-269.993,314.371,1023.24,-296.726,-38.2569,1083.69,-277.09,-53.9201,1452.08,-146.633,-7.35508,1448.26,-287.677,353.318,1439.22,-163.896,324.059,1407.37,-295.929,-150.455,1199.47,-296.462,410.249,1121.17,-203.624,-126.756,941.304,-95.3651,-186.337,895.56,-178.093,-212.268,869.1,-202.797,367.668,887.666,-192.319,469.79,802.671,-104.827,443.003,846.551,-312.12,146.947,1485.86,-135.38,160.426,1396.88,-226.495,137.384,1693.24,-91.0498,116.483,1639.61,-142.151,272.987,1623.84
146,0,-342.787,264.642,51.3952,-147.431,334.725,64.0031,-335.116,-89.6277,76.8951,-150.996,-104.124,75.4938,-311.837,294.306,184.726,-328.489,-99.2517,199.943,-232.513,311.013,549.04,-223.331,-80.9966,534.13,-156.178,122.307,929.049,-423.035,110.06,968.891,-271.71,312.631,1023.21,-296.164,-40.3038,1082.83,-277.358,-56.3124,1451.3,-147.138,-8.93935,1447.95,-290.838,350.889,1439.4,-166.722,322.409,1407.59,-294.596,-152.9,1198.72,-301.086,407.439,1121.46,-203.723,-128.82,940.063,-94.9026,-187.1,894.05,-177.331,-214.193,868.005,-209.785,366.288,886.963,-201.556,468.551,802.201,-113.173,442.766,844.818,-313.751,144.375,1485.48,-136.846,159.281,1396.97,-228.769,134.968,1693.43,-93.1758,114.941,1639.61,-144.958,271.194,1624.31
147,0,-342.775,264.604,51.3763,-147.377,334.75,63.8998,-338.897,-88.275,75.2562,-154.604,-103.501,74.2563,-311.815,294.258,184.812,-332.264,-98.5338,198.987,-232.39,310.803,549.14,-225.792,-80.7624,532.88,-156.312,121.425,928.8,-423.293,109.007,968.203,-274.085,310.394,1023.24,-295.307,-42.6298,1081.76,-277.589,-58.8797,1450.32,-147.739,-10.3698,1447.46,-293.959,348.096,1439.47,-169.525,321.114,1407.84,-293.227,-155.999,1198.06,-305.796,404.591,1121.93,-203.689,-131.483,938.897,-94.4437,-188.649,892.548,-176.603,-216.695,866.837,-216.193,365.042,886.692,-210.816,467.296,801.664,-121.776,443.339,843.742,-315.352,141.52,1485.07,-138.288,157.842,1397.09,-231.085,132.474,1693.39,-95.0099,112.767,1639.88,-147.283,268.914,1624.48
148,0,-342.768,264.631,51.4462,-147.316,334.744,63.7826,-342.462,-87.8594,74.2416,-157.929,-103.107,73.6138,-311.716,294.132,184.805,-335.844,-98.3124,198.055,-232.282,310.441,549.197,-228.326,-81.2909,531.877,-156.481,120.341,928.532,-423.436,107.943,967.457,-276.829,307.718,1023.37,-294.302,-45.4193,1080.73,-277.69,-61.9874,1449.56,-148.411,-12.1232,1446.95,-297.047,344.822,1439.59,-172.735,319.74,1408.27,-291.512,-159.157,1197.36,-310.504,401.604,1122.35,-203.886,-134.857,937.576,-93.8605,-190.519,890.957,-176.014,-220.09,865.947,-222.65,364.057,886.275,-220.189,466.405,801.328,-130.3,444.183,842.563,-317.084,138.513,1484.68,-139.754,156.49,1397.16,-233.164,129.526,1693.2,-96.4431,109.137,1640.46,-148.516,265.538,1624.48
149,0,-342.75,264.592,51.4522,-147.286,334.776,63.7084,-345.021,-86.4924,72.6799,-160.437,-103.657,72.6726,-311.61,294.03,184.92,-338.771,-97.4106,197.336,-232.198,310.019,549.291,-230.965,-81.2166,530.779,-156.612,119.304,928.307,-423.758,106.848,966.793,-279.058,305.328,1023.47,-294.199,-46.761,1079.76,-277.565,-63.6924,1447.95,-148.658,-14.1894,1446.66,-300.156,341.667,1439.74,-175.588,318,1408.66,-289.674,-162.558,1196.67,-315.184,399.015,1123.1,-204.179,-138.354,936.183,-93.8132,-192.738,889.047,-175.487,-223.48,864.839,-229.637,363.421,885.987,-229.717,465.953,801.389,-138.962,444.953,841.473,-318.616,135.2,1484.22,-141.299,154.654,1397.21,-235.037,127.344,1693.18,-99.0116,108.517,1640.06,-152.02,264.269,1624.27
150,0,-342.716,264.607,51.5225,-147.228,334.931,63.7821,-346.864,-85.8333,71.4233,-162.609,-104.301,71.7383,-311.527,293.848,184.973,-341.455,-97.3484,196.24,-232.171,309.498,549.453,-233.943,-81.7992,529.947,-156.741,118.2,928.028,-424.025,105.464,966.097,-281.307,302.796,1023.57,-292.416,-50.5177,1078.66,-277.631,-68.0715,1447.49,-149.025,-16.0924,1446.15,-303.227,338.29,1439.95,-178.38,316.038,1408.97,-287.62,-165.953,1195.85,-319.989,396.721,1124.02,-203.965,-142.224,934.828,-93.575,-195.978,887.354,-175.045,-227.41,863.658,-236.46,363.152,885.94,-239.19,465.822,801.547,-147.64,446.228,840.774,-320.127,131.956,1483.87,-142.637,153.014,1397.17,-236.958,125.038,1693.24,-100.675,106.075,1640.24,-153.817,261.763,1623.88
151,0,-342.712,264.667,51.6562,-147.178,334.926,63.7031,-348.226,-84.573,69.418,-163.348,-104.899,71.1833,-311.514,293.792,185.346,-343.649,-96.3438,194.376,-232.226,308.952,549.692,-236.695,-82.0738,528.95,-156.849,117.046,927.821,-424.332,104.053,965.4,-283.222,300.384,1023.72,-291.599,-53.0125,1077.55,-277.462,-71.1468,1446.43,-149.551,-18.3522,1445.47,-306.152,334.852,1440.24,-181.118,313.743,1409.35,-285.532,-169.541,1195.1,-324.684,394.129,1124.97,-203.891,-146.557,933.546,-93.2902,-199.553,885.62,-174.723,-231.835,862.878,-243.107,363.038,886.049,-248.775,465.854,802.114,-156.433,447.933,840.38,-321.593,128.277,1483.38,-143.859,151.057,1397.35,-238.841,122.066,1693.17,-102.641,103.361,1640.38,-155.954,258.884,1623.67
152,0,-343.023,264.957,51.8529,-147.123,334.94,63.6455,-348.63,-83.5731,67.8509,-163.71,-105.671,69.9371,-311.472,293.706,185.625,-344.689,-95.6967,193.056,-232.385,308.072,550.004,-239.761,-82.6585,528.187,-157.106,115.614,927.702,-424.716,102.623,964.811,-285.433,297.532,1023.94,-290.291,-56.1646,1076.46,-277.246,-74.5255,1445.32,-149.844,-20.2309,1444.89,-309.065,331.131,1440.58,-183.778,311.335,1409.7,-283.33,-173.142,1194.23,-329.279,391.565,1125.89,-203.212,-151.084,932.362,-92.8345,-204.141,884.195,-174.465,-236.603,861.93,-249.861,362.927,886.103,-258.293,465.902,802.703,-165.261,449.477,839.997,-322.975,124.537,1483.06,-145.064,149.081,1397.45,-240.757,118.53,1692.94,-104.248,100.274,1640.45,-158.047,255.666,1623.8
153,0,-343.034,264.834,51.8483,-147.071,334.934,63.5923,-348.589,-83.3423,66.9538,-163.325,-105.93,68.3537,-311.497,293.548,185.863,-344.8,-94.8911,191.71,-232.609,306.922,550.283,-242.946,-83.4108,527.542,-157.435,113.946,927.631,-424.446,100.553,964.27,-287.659,294.452,1024.15,-290.221,-58.1715,1075.48,-277.036,-76.7546,1443.77,-150.297,-22.7336,1444.34,-311.841,327.315,1440.86,-186.368,308.843,1410.03,-281.071,-176.983,1193.47,-333.925,388.952,1126.96,-202.802,-155.821,931.098,-92.5476,-208.636,882.496,-174.162,-241.505,860.987,-256.501,363.078,886.326,-267.777,466.235,803.617,-174.003,451.392,839.91,-324.373,120.603,1482.59,-146.512,146.602,1397.62,-242.553,115.027,1693.02,-105.968,97.5475,1640.51,-160.469,252.665,1623.96
154,0,-342.982,265.038,52.0986,-147.059,334.907,63.5504,-348.396,-83.4642,66.0816,-162.771,-106.104,67.1607,-311.593,293.349,186.024,-344.726,-94.328,190.307,-232.849,305.802,550.488,-245.683,-84.2148,526.89,-157.855,112.232,927.607,-425.473,99.0864,963.691,-289.807,291.366,1024.46,-289.387,-61.2449,1074.47,-276.752,-80.2714,1442.57,-150.646,-25.3455,1443.79,-314.502,323.349,1441.21,-188.813,306.137,1410.46,-278.739,-180.874,1192.77,-338.545,386.508,1128.21,-202.185,-160.86,930.032,-92.2496,-213.886,880.995,-174.026,-246.792,860.337,-264.802,362.891,886.034,-277.23,466.66,804.582,-183.16,451.703,838.852,-325.566,116.766,1482.24,-147.895,144.057,1397.53,-244.259,111.318,1692.97,-107.283,93.9468,1641.13,-162.042,249.054,1624.31
155,0,-342.965,264.867,52.039,-146.969,334.874,63.5376,-348.517,-83.4605,65.0225,-162.538,-106.15,66.6507,-311.549,293.202,186.245,-345.15,-94.4089,189.341,-233.048,304.629,550.667,-248.403,-84.9406,526.077,-158.196,110.778,927.544,-426.177,97.1589,963.267,-291.953,288.357,1024.82,-288.395,-64.3307,1073.56,-276.438,-84.0688,1441.78,-150.962,-27.9808,1443.28,-317.016,319.21,1441.65,-191.152,303.321,1410.84,-276.366,-184.907,1192.02,-342.981,383.847,1129.41,-201.909,-166.15,928.875,-92.2313,-219.075,879.423,-173.96,-252.317,859.689,-270.978,363.394,886.65,-286.604,467.304,805.977,-191.702,454.216,839.555,-326.827,112.721,1481.79,-148.936,141.575,1397.51,-245.266,106.362,1693.55,-109.167,91.2854,1640.82,-165.176,245.807,1625.69
156,0,-342.982,265.43,52.2148,-146.945,334.835,63.5454,-348.802,-83.879,64.1993,-162.586,-106.196,66.2441,-311.482,292.944,186.515,-345.948,-94.8187,188.423,-233.162,303.457,551.043,-250.372,-85.4726,525.703,-158.941,108.813,927.521,-426.704,95.3443,962.816,-293.928,285.302,1025.14,-287.927,-67.4561,1072.67,-276.164,-87.6364,1440.65,-151.288,-30.857,1442.77,-319.425,315.17,1442.05,-193.481,300.161,1411.22,-274.15,-189,1191.35,-347.479,381.512,1130.89,-200.987,-171.21,927.877,-91.7007,-224.61,878.068,-173.745,-257.644,858.849,-277.391,363.938,887.444,-295.836,467.953,807.404,-200.435,456.509,840.405,-327.982,108.51,1481.6,-150.265,138.55,1397.5,-247.471,104.011,1692.94,-110.729,87.8326,1640.92,-166.285,242.462,1624.28
157,0,-343.019,265.076,52.4371,-146.936,334.804,63.6134,-349.163,-84.4924,63.338,-162.766,-106.391,65.7541,-311.471,292.653,186.812,-346.624,-95.7773,187.817,-233.276,302.34,551.515,-251.819,-86.2061,525.445,-159.733,106.947,927.64,-427.632,93.5752,962.259,-296.22,281.987,1025.65,-287.198,-70.8294,1071.87,-275.871,-91.5874,1439.73,-151.603,-33.7102,1442.33,-321.599,310.857,1442.58,-195.695,297.069,1411.66,-271.923,-193.101,1190.73,-351.774,379.031,1132.31,-199.482,-176.303,927.181,-91.0104,-230.971,877.158,-173.513,-263.06,858.197,-284.095,364.524,888.155,-304.995,468.809,809.248,-209.105,458.589,841.184,-328.92,104.216,1481.3,-151.522,135.567,1397.49,-248.903,100.541,1692.85,-111.942,84.0163,1641.1,-167.355,238.661,1623.85
158,0,-342.963,265.172,52.7084,-146.922,334.74,63.6967,-349.412,-85.1776,62.6949,-162.839,-106.617,65.092,-311.443,292.368,187.17,-347.407,-97.3026,187.391,-233.482,300.983,551.75,-252.69,-86.7126,524.965,-160.793,104.943,927.588,-428.462,90.9812,962.162,-298.471,278.76,1026.12,-286.919,-74.0518,1071.12,-275.511,-95.4086,1438.8,-151.784,-36.8036,1441.87,-323.746,306.575,1443.2,-197.719,293.72,1412.01,-269.754,-197.053,1189.89,-356.181,376.719,1133.81,-198.626,-181.587,926.282,-90.6363,-236.81,876.113,-173.324,-268.654,857.794,-290.664,365.147,889.02,-314.01,469.613,811.079,-217.665,460.689,842.208,-329.784,100.084,1481.29,-152.627,132.621,1397.45,-250.27,96.5982,1692.67,-113.455,80.5698,1641.23,-169.06,235.049,1624.1
159,0,-342.903,265.121,52.9191,-146.879,334.644,63.7857,-349.52,-85.8175,62.4685,-162.809,-107.034,64.5284,-311.362,292.065,187.456,-347.751,-98.8566,187.078,-233.685,299.484,551.871,-253.474,-87.6026,524.823,-162.064,102.985,927.674,-429.55,88.7356,961.846,-300.56,275.785,1026.7,-286.925,-77.1737,1070.45,-275.161,-99.4018,1437.94,-151.919,-40.194,1441.36,-325.608,302.478,1443.89,-199.54,290.325,1412.42,-267.712,-201.057,1189.2,-360.343,374.24,1135.47,-197.6,-186.977,925.475,-90.0313,-242.841,875.158,-172.972,-274.376,857.468,-297.802,365.549,889.926,-322.783,470.469,813.303,-226.449,462.087,843.26,-330.734,95.7003,1481.26,-153.769,129.442,1397.37,-251.575,92.2274,1692.76,-114.589,76.7462,1641.32,-170.679,231.084,1624.52
160,0,-342.929,265.097,53.1272,-146.915,334.583,63.9166,-349.659,-86.4053,62.4356,-162.724,-107.239,64.209,-311.333,291.672,187.694,-347.709,-100.081,186.456,-233.904,297.808,551.872,-254.114,-89.4727,525.16,-163.239,100.895,927.768,-430.879,86.2995,961.745,-302.952,272.275,1027.36,-286.928,-80.2626,1069.83,-274.759,-103.183,1437.09,-152.031,-43.5103,1440.89,-327.296,298.013,1444.61,-201.128,286.991,1412.79,-265.848,-205.205,1188.54,-364.358,371.795,1137.28,-196.01,-191.926,924.81,-89.1497,-248.847,874.469,-172.266,-279.55,856.837,-304.004,366.936,891.498,-331.47,472.214,816.433,-234.733,465.067,845.656,-331.295,91.5478,1481,-154.692,126.279,1397.07,-253.049,87.8794,1692.43,-115.664,73.1703,1641.36,-172.409,227.325,1625.03
161,0,-342.921,265.061,53.419,-146.935,334.481,64.0617,-348.392,-89.3284,65.6392,-162.621,-107.469,63.8809,-311.269,291.188,187.873,-347.721,-101.101,185.947,-233.979,296.47,552.113,-254.464,-91.6189,525.269,-164.802,98.8059,927.8,-432.331,83.5426,961.671,-305.177,269.141,1028.02,-287.143,-83.3979,1069.15,-274.396,-107.028,1436.18,-152.156,-46.7613,1440.2,-328.718,293.717,1445.36,-202.665,283.403,1413.16,-264.202,-209.453,1187.95,-368.358,369.398,1139.23,-194.183,-197.192,924.345,-87.7813,-255.206,874.12,-171.418,-285.114,856.616,-311.167,367.217,892.63,-339.767,473.042,818.987,-243.073,466.037,846.82,-331.873,87.2219,1480.95,-155.61,122.882,1396.86,-254.083,83.1918,1691.98,-116.578,69.6544,1641.08,-174.218,223.508,1625.56
162,0,-342.907,264.996,53.6708,-147.011,334.274,64.2491,-349.913,-87.3622,62.2388,-162.499,-107.545,63.6448,-311.229,290.572,188.077,-347.826,-101.914,185.367,-234.075,295.248,552.41,-254.401,-93.7299,524.79,-166.447,96.6501,927.762,-433.718,80.649,961.585,-307.522,265.923,1028.76,-287.575,-86.4426,1068.42,-274.071,-110.765,1435.24,-152.323,-50.0625,1439.36,-330.085,289.493,1446.26,-203.937,279.95,1413.55,-262.663,-213.732,1187.34,-372.142,366.699,1141.25,-192.919,-202.504,923.685,-86.562,-260.73,873.562,-170.261,-290.65,856.372,-315.761,368.099,894.686,-347.904,473.563,821.654,-250.894,469.118,849.923,-332.136,83.6613,1480.33,-156.545,119.579,1396.47,-255.247,78.3796,1691.81,-117.325,65.0185,1641.22,-174.891,219.041,1626.5
163,0,-342.906,265.002,53.9904,-147.047,333.943,64.5496,-350.059,-87.4442,61.7701,-162.386,-107.636,63.4021,-311.067,289.836,188.325,-347.896,-102.811,184.623,-234.141,293.925,552.666,-254.341,-96.3291,524.823,-167.806,94.8552,927.832,-435.447,77.4917,961.563,-309.445,263.106,1029.48,-287.969,-89.1045,1067.63,-273.758,-114.549,1434.18,-152.339,-53.5762,1438.54,-331.183,285.493,1447.15,-204.984,276.558,1413.86,-261.383,-217.907,1186.6,-375.88,364.312,1143.4,-190.433,-207.543,923.377,-84.9936,-267.325,873.941,-168.705,-295.964,855.937,-322.66,367.989,896.009,-355.971,473.899,824.233,-258.689,469.566,851.155,-332.66,79.1778,1480.74,-157.341,116.363,1396.1,-255.938,73.8797,1691.3,-118.139,60.9811,1640.86,-175.912,214.874,1626.58
164,0,-342.917,264.81,54.1387,-147.251,333.804,65.1579,-350.13,-87.5913,61.5472,-162.322,-107.682,63.2046,-310.555,287.452,186.334,-347.832,-103.25,184.156,-234.05,292.764,552.729,-254.499,-98.6681,524.648,-169.747,92.7439,927.557,-437.244,74.2146,961.413,-311.87,260.026,1030.15,-288.47,-92.1507,1066.71,-273.404,-118.099,1433.14,-152.569,-56.4836,1437.31,-332.05,281.459,1447.93,-206.05,273.272,1414.16,-260.244,-222.332,1185.85,-379.48,361.799,1145.36,-188.819,-212.53,922.53,-83.0913,-272.224,873.334,-166.825,-301.09,855.247,-327.326,368.688,898.069,-363.767,474.217,826.999,-266.186,472.064,854.229,-332.876,75.2436,1480.52,-158.094,113.154,1395.58,-256.644,70.6413,1689.95,-119.025,56.9654,1640.86,-175.931,211.037,1625.59
165,0,-342.89,264.677,54.3923,-147.544,333.693,65.755,-350.252,-87.5751,61.2367,-162.259,-107.64,63.1106,-310.454,287.195,186.827,-347.774,-103.467,183.812,-233.79,291.686,552.725,-254.593,-100.252,523.76,-171.538,90.8739,927.222,-438.955,70.6741,961.495,-313.694,257.619,1030.76,-289.234,-94.8001,1065.77,-273.211,-121.682,1432.05,-152.664,-59.7379,1436.14,-332.845,277.852,1448.86,-206.898,269.831,1414.34,-259.225,-226.572,1185.05,-382.93,359.413,1147.41,-187.581,-217.811,921.688,-81.1945,-276.86,872.848,-164.715,-306.546,855.086,-332.522,368.692,899.809,-371.032,474.061,829.477,-273.342,473.202,856.363,-333.099,71.4508,1480.33,-158.742,109.955,1394.91,-257.47,65.8828,1689.58,-119.576,52.5387,1640.35,-176.554,206.676,1626.13
